@timeseries|Year,@value|Category|Activity#Units,@value|Category|adjusted_consumption_trillion_btu#Units,@value|Category|Fuel Mix#Units,@value|Category|Carbon Factors#Units,@value|Category|Effect#Units,@scenario|Base Year,@filter|Sector,@filter|Sub-Sector,@filter|Model,@filter|LMDI Type
1980,0.7911153474545155,0.9582729999997152,0.4948532624357049,1.0749283411536126,0.4032598765754259,1990,Commercial,Commercial_Total,multiplicative,II
1981,0.8102060580969324,0.9769894326519034,0.48112708905921964,1.075786356597041,0.4097049343238185,1990,Commercial,Commercial_Total,multiplicative,II
1982,0.8274129953598544,0.9744605039693363,0.46935905457962096,1.089078003903144,0.4121456933383403,1990,Commercial,Commercial_Total,multiplicative,II
1983,0.843020905101102,0.9607848239638728,0.48488533442787896,1.0930862145846945,0.4292970904083178,1990,Commercial,Commercial_Total,multiplicative,II
1984,0.8617395245345492,0.9756751280099417,0.48210394082354063,1.0912682976338832,0.44233720257315134,1990,Commercial,Commercial_Total,multiplicative,II
1985,0.8846371158512591,0.9665878923593724,0.5145943589199341,1.0874142785494239,0.47848305234223737,1990,Commercial,Commercial_Total,multiplicative,II
1986,0.9092886653552417,0.9860482230492434,0.5716729903103969,1.0813916260275347,0.5542817866222159,1990,Commercial,Commercial_Total,multiplicative,II
1987,0.9333201082955918,0.9835302610647315,0.5799804930407146,1.0766831339601421,0.5732177713864371,1990,Commercial,Commercial_Total,multiplicative,II
1988,0.9570097794077059,0.9642966875602144,0.5882552473151176,1.075639577001089,0.5839284478318002,1990,Commercial,Commercial_Total,multiplicative,II
1989,0.9794478942563202,0.965337428229907,1.191874137617452,1.0729652772523897,1.2091398814062932,1990,Commercial,Commercial_Total,multiplicative,II
1990,1.0,1.0,1.0,1.0,1.0,1990,Commercial,Commercial_Total,multiplicative,II
1991,1.016691818008616,0.9863473682600971,0.9851535396814791,0.9921056134074968,0.9801240539845378,1990,Commercial,Commercial_Total,multiplicative,II
1992,1.0302235639910629,0.9831176812031786,1.0228319428700157,0.9891803047805376,1.0247471738029452,1990,Commercial,Commercial_Total,multiplicative,II
1993,1.0432866948761985,0.9628940102536699,1.0478665278782406,0.9848602513539005,1.0367229953783172,1990,Commercial,Commercial_Total,multiplicative,II
1994,1.0577474125883313,0.9752656937723508,0.9935197731735992,0.9828691391694011,1.0073424440287895,1990,Commercial,Commercial_Total,multiplicative,II
1995,1.0749910598390653,0.9683119464666916,0.9712592159045172,0.974420461646925,0.9851484766862832,1990,Commercial,Commercial_Total,multiplicative,II
1996,1.0938796142088012,0.9613028020531328,0.9954166713772596,0.9587478675968684,1.0035500990281636,1990,Commercial,Commercial_Total,multiplicative,II
1997,1.1147460019794406,0.9715106138489878,0.9655523072000743,0.94428406073812,0.9874200420487528,1990,Commercial,Commercial_Total,multiplicative,II
1998,1.140671370698539,1.0000920982233807,0.9230355171077537,0.9344559433395051,0.9839607624636316,1990,Commercial,Commercial_Total,multiplicative,II
1999,1.1707513122784288,0.9906359874479023,0.9391892503246769,0.9306982142108766,1.0137730639684486,1990,Commercial,Commercial_Total,multiplicative,II
2000,1.2020135189028687,0.9755523929334747,0.9297161589935634,0.9401066483320655,1.0249140672134451,1990,Commercial,Commercial_Total,multiplicative,II
2001,1.2322578310169665,0.9893766026652691,0.8868626339708771,0.9723029773259575,1.0512867610678434,1990,Commercial,Commercial_Total,multiplicative,II
2002,1.2508735780548899,0.9810416615782586,0.9077798727409648,0.9940586479179815,1.1073717169344561,1990,Commercial,Commercial_Total,multiplicative,II
2003,1.2668420833935963,0.9684854476095079,0.9288900647285635,0.9897505237641109,1.1279910123005055,1990,Commercial,Commercial_Total,multiplicative,II
2004,1.2825446444491602,0.9812186475081555,0.9288462693169114,0.9816679784151688,1.1474842955203886,1990,Commercial,Commercial_Total,multiplicative,II
2005,1.2990637410682118,0.9759703391660948,0.9493076921933709,0.9768245173951562,1.175684064431471,1990,Commercial,Commercial_Total,multiplicative,II
2006,1.3168736890112698,0.9960461119574414,0.9541699453310212,0.9686798338973713,1.2123542987390923,1990,Commercial,Commercial_Total,multiplicative,II
2007,1.3357509195189996,0.9790242418226812,0.9513196308920574,0.9706491348389847,1.2075570502991324,1990,Commercial,Commercial_Total,multiplicative,II
2008,1.3526764134078464,0.9709336494703498,0.9615551980511647,0.9782229570423604,1.2353657045271664,1990,Commercial,Commercial_Total,multiplicative,II
2009,1.3649646619667795,0.9721500166048251,0.9685430783280403,0.973490024158831,1.2511377933217203,1990,Commercial,Commercial_Total,multiplicative,II
2010,1.3689401899654738,0.9761709446755727,0.9505601713681913,0.9700639438584667,1.2322258826138455,1990,Commercial,Commercial_Total,multiplicative,II
2011,1.3709277228498673,0.9804570024497705,0.9246937999655562,0.9597085945093348,1.1928351855573678,1990,Commercial,Commercial_Total,multiplicative,II
2012,1.3729591066850313,1.0056239395285413,0.9106176442369802,0.9407052769681914,1.1827224670214933,1990,Commercial,Commercial_Total,multiplicative,II
2013,1.3766889197423433,0.9704168429698379,0.9117136230664933,0.9350828190797895,1.1389447693179677,1990,Commercial,Commercial_Total,multiplicative,II
2014,1.382045438380407,0.9585995742103974,0.9357331832981516,0.943114703897978,1.169165792724603,1990,Commercial,Commercial_Total,multiplicative,II
2015,1.3886030174801982,0.9816621620414737,1.022486928261406,0.9465082246416856,1.3192354496223309,1990,Commercial,Commercial_Total,multiplicative,II
2016,1.3954717441908828,0.9957702223343712,1.1027333527377927,0.9465031912445381,1.4503498519669848,1990,Commercial,Commercial_Total,multiplicative,II
2017,1.403859807410296,0.9994636269332814,1.0881027331590423,0.947824216463418,1.447066320386244,1990,Commercial,Commercial_Total,multiplicative,II
2018,1.4123291883019178,0.9994636269332814,0.99744598588473,0.9484547869767667,1.335392546946023,1990,Commercial,Commercial_Total,multiplicative,II
2019,1.4095281199861696,0.9994636269332814,0.9914285772676287,0.9559688890887043,1.3351987895976145,1990,Commercial,Commercial_Total,multiplicative,II
2020,1.3984034621361803,0.9994636269332814,0.9914285772676287,0.9559688890887043,1.3246607737287728,1990,Commercial,Commercial_Total,multiplicative,II
2021,1.386999093763507,0.9994636269332814,0.9914285772676287,0.9559688890887043,1.3138577974479815,1990,Commercial,Commercial_Total,multiplicative,II
