@filter|Measure|Intensity,@filter|EnergyType,@filter|Measure|Structure,@filter|Measure|BaseYear,@filter|Measure|Effect,@timeseries|Year,@filter|Measure|Activity,@filter|Model,@filter|Sector,total_structure,lower_level
,deliv,1.0241991719219041,1985,2.668128364082381,2007,2.605087406071275,Multiplicative,Transportation,1.0241991719219041,All_Transportation
,deliv,1.0238283055054145,1985,2.6090583183966483,2008,2.548335794553641,Multiplicative,Transportation,1.0238283055054145,All_Transportation
,deliv,1.024634187798748,1985,2.551467003135596,2009,2.4901248011419455,Multiplicative,Transportation,1.024634187798748,All_Transportation
,deliv,1.0158875273630852,1985,1.5489689541677565,2010,1.524744533667401,Multiplicative,Transportation,1.0158875273630852,All_Transportation
,deliv,1.0165285516525284,1985,1.54325607269639,2011,1.5181630365301422,Multiplicative,Transportation,1.0165285516525284,All_Transportation
,deliv,1.0075670146920999,1985,1.4684841867325424,2012,1.4574555988033147,Multiplicative,Transportation,1.0075670146920999,All_Transportation
,deliv,1.0070249992433524,1985,1.4767438666574155,2013,1.4664421119306823,Multiplicative,Transportation,1.0070249992433524,All_Transportation
,deliv,1.0057309568197073,1985,1.5080767749913657,2014,1.4994833009417963,Multiplicative,Transportation,1.0057309568197073,All_Transportation
,deliv,1.0079533499790292,1985,1.5235879310497933,2015,1.5115659182852976,Multiplicative,Transportation,1.0079533499790292,All_Transportation
,deliv,1.0099289504095748,1985,1.529674929844496,2016,1.514636182301873,Multiplicative,Transportation,1.0099289504095748,All_Transportation
,deliv,1.0086111828196225,1985,1.5547740699349903,2017,1.5414999322023601,Multiplicative,Transportation,1.0086111828196225,All_Transportation
