@filter|Measure|Structure,@filter|Measure|Effect,@filter|EnergyType,@timeseries|Year,@filter|Measure|BaseYear,@filter|Model,@filter|Measure|Activity,@filter|Measure|Intensity,@filter|Sector,total_structure,lower_level,@filter|Measure|LowerLevelStructure
2.4895182576755386,0.40167508825361614,primary,1949,1985,Multiplicative,0.11213224261896207,1.4388949026605162,Electric,2.4895182576755386,Combined Heat & Power,
2.169251896593594,0.37834844604416074,primary,1950,1985,Multiplicative,0.1298704238836272,1.3429866968132274,Electric,2.169251896593594,Combined Heat & Power,
1.8729839870560798,0.3690039454558035,primary,1951,1985,Multiplicative,0.1508761961731563,1.3057986613074184,Electric,1.8729839870560798,Combined Heat & Power,
2.1263978606449325,0.4454211947117041,primary,1952,1985,Multiplicative,0.16379564466751387,1.2788629398155997,Electric,2.1263978606449325,Combined Heat & Power,
1.4985552800128532,0.3474077663182663,primary,1953,1985,Multiplicative,0.1879149230672376,1.2336884084045263,Electric,1.4985552800128532,Combined Heat & Power,
0.9381576955002596,0.22212223991140004,primary,1954,1985,Multiplicative,0.20305514481426634,1.1660098018887377,Electric,0.9381576955002596,Combined Heat & Power,
0.827057488376511,0.22385270298331805,primary,1955,1985,Multiplicative,0.24172900266347008,1.119690218722342,Electric,0.827057488376511,Combined Heat & Power,
0.41148719247046134,0.12030179275974237,primary,1956,1985,Multiplicative,0.2665534376849623,1.096810221371923,Electric,0.41148719247046134,Combined Heat & Power,
0.4576659166201086,0.13899079393645727,primary,1957,1985,Multiplicative,0.27915918411991997,1.087891402395865,Electric,0.4576659166201086,Combined Heat & Power,
0.4502757368939689,0.13428393438084016,primary,1958,1985,Multiplicative,0.281050889925671,1.0611103404233144,Electric,0.4502757368939689,Combined Heat & Power,
0.34702485479014095,0.11607946286426239,primary,1959,1985,Multiplicative,0.3185661209266131,1.0500143185046038,Electric,0.34702485479014095,Combined Heat & Power,
0.29877912117327526,0.10438153249809642,primary,1960,1985,Multiplicative,0.3392426531306758,1.029823913136621,Electric,0.29877912117327526,Combined Heat & Power,
0.25518152603915784,0.09268360213193046,primary,1961,1985,Multiplicative,0.35630467325277315,1.0193707211047685,Electric,0.25518152603915784,Combined Heat & Power,
0.24276379471979284,0.09337578736069768,primary,1962,1985,Multiplicative,0.3806723735085515,1.0104131727054266,Electric,0.24276379471979284,Combined Heat & Power,
0.22220053652059268,0.09282203917768389,primary,1963,1985,Multiplicative,0.4163698364517362,1.00329059685573,Electric,0.22220053652059268,Combined Heat & Power,
0.23933755485763608,0.10721949193604206,primary,1964,1985,Multiplicative,0.44739573653015496,1.0013157652325722,Electric,0.23933755485763608,Combined Heat & Power,
0.40701974196539153,0.1945040492835882,primary,1965,1985,Multiplicative,0.47757135445579124,1.0006331886463526,Electric,0.40701974196539153,Combined Heat & Power,
0.45938035517116055,0.2407420225652384,primary,1966,1985,Multiplicative,0.5256489881834401,0.9969735876476713,Electric,0.45938035517116055,Combined Heat & Power,
0.416215887200809,0.2279365958330448,primary,1967,1985,Multiplicative,0.5484757579853394,0.9984767750210156,Electric,0.416215887200809,Combined Heat & Power,
0.4451766412387591,0.26995223921921496,primary,1968,1985,Multiplicative,0.6092404263997226,0.9953271537867183,Electric,0.4451766412387591,Combined Heat & Power,
0.3528251310250359,0.23132830345400412,primary,1969,1985,Multiplicative,0.6557186614530455,0.9998888318930702,Electric,0.3528251310250359,Combined Heat & Power,
0.36681039969468404,0.25887727555893936,primary,1970,1985,Multiplicative,0.7027081583215867,1.004331984308435,Electric,0.36681039969468404,Combined Heat & Power,
0.3090167488243735,0.22572160310098968,primary,1971,1985,Multiplicative,0.7282394312415293,1.003036914397128,Electric,0.3090167488243735,Combined Heat & Power,
0.30202267248228576,0.23748875199003242,primary,1972,1985,Multiplicative,0.7916344188768086,0.9932963298943546,Electric,0.30202267248228576,Combined Heat & Power,
0.28359091866884484,0.2361043815324979,primary,1973,1985,Multiplicative,0.837119232703414,0.994544928763661,Electric,0.28359091866884484,Combined Heat & Power,
0.22453524131624655,0.1812140928912576,primary,1974,1985,Multiplicative,0.8073242376636118,0.9996764564149051,Electric,0.22453524131624655,Combined Heat & Power,
0.17211769734574578,0.13767564200179966,primary,1975,1985,Multiplicative,0.8029645162602356,0.9961740612200389,Electric,0.17211769734574578,Combined Heat & Power,
0.22190101975901677,0.19131999723125903,primary,1976,1985,Multiplicative,0.8683549047656582,0.992896103080287,Electric,0.22190101975901677,Combined Heat & Power,
0.3785991814955864,0.34733854779538986,primary,1977,1985,Multiplicative,0.9185390801612755,0.9987934254518177,Electric,0.3785991814955864,Combined Heat & Power,
0.26626200724122745,0.24212639302277272,primary,1978,1985,Multiplicative,0.9169506969400014,0.9917151453295733,Electric,0.26626200724122745,Combined Heat & Power,
0.37852033725113354,0.3568907039523776,primary,1979,1985,Multiplicative,0.951486465080887,0.9909309720410806,Electric,0.37852033725113354,Combined Heat & Power,
0.3206319920910027,0.31148335294524815,primary,1980,1985,Multiplicative,0.9769279080393002,0.9944099732758825,Electric,0.3206319920910027,Combined Heat & Power,
0.2720323339176882,0.2661452204609955,primary,1981,1985,Multiplicative,0.9777851915204836,1.0005866130983079,Electric,0.2720323339176882,Combined Heat & Power,
0.2534163087016737,0.23222814425140165,primary,1982,1985,Multiplicative,0.915754130822043,1.0006942508770882,Electric,0.2534163087016737,Combined Heat & Power,
0.2929144920061946,0.27569737661798294,primary,1983,1985,Multiplicative,0.9346984713388562,1.006978602364593,Electric,0.2929144920061946,Combined Heat & Power,
0.6537266266873395,0.6402021180867999,primary,1984,1985,Multiplicative,0.9800123418182961,0.9992850433522047,Electric,0.6537266266873395,Combined Heat & Power,
