@filter|Measure|Activity,@filter|Measure|Effect,@filter|Measure|Intensity,@timeseries|Year,@filter|EnergyType,@filter|Measure|BaseYear,@filter|Measure|ValueAddedStructure,@filter|Model,@filter|Measure|GrossOutputStructure,@filter|Sector,total_structure,lower_level,@filter|Measure|LowerLevelStructure
0.7636462445989157,inf,inf,1970,elec,1985,1.0790618345379333,Multiplicative,0.9291709208029806,Industry,1.0026328784009648,Manufacturing,
0.7880241687849078,inf,inf,1971,elec,1985,1.0612694898744797,Multiplicative,0.9279657852609126,Industry,0.9848217755448196,Manufacturing,
0.8549170989930538,inf,inf,1972,elec,1985,1.0544824420385612,Multiplicative,0.9268826145171346,Industry,0.9773814428391144,Manufacturing,
0.9100749735919879,inf,inf,1973,elec,1985,1.0605801592899256,Multiplicative,0.8163883275204037,Industry,0.8658452624440257,Manufacturing,
0.9180800952725904,inf,inf,1974,elec,1985,1.0777659805724573,Multiplicative,0.8609597680047737,Industry,0.9279131485971003,Manufacturing,
0.849128675918222,inf,inf,1975,elec,1985,1.0537849735268483,Multiplicative,0.8030878132061667,Industry,0.8462818699791949,Manufacturing,
0.9269173961530404,inf,inf,1976,elec,1985,1.058287139687407,Multiplicative,0.8251526384795407,Industry,0.8732484255820301,Manufacturing,
0.9917798966360643,inf,inf,1977,elec,1985,1.0525871383133396,Multiplicative,0.8171994843476609,Industry,0.8601736666606411,Manufacturing,
1.0288632690619068,0.8992779636316922,,1978,elec,1985,1.0545889695051347,Multiplicative,0.8288063387050256,Industry,0.8740500226542566,Manufacturing,
1.0483136473724222,0.9778023031141468,,1979,elec,1985,1.0583248095083144,Multiplicative,0.8813346382710827,Industry,0.9327383131613228,Manufacturing,
0.9769482681521573,0.8158034524648209,,1980,elec,1985,1.0494511630851355,Multiplicative,0.7957043611103685,Industry,0.8350528672391909,Manufacturing,
0.972401336702134,0.8410046338283063,,1981,elec,1985,1.0437582188719872,Multiplicative,0.8286152717324835,Industry,0.8648740001536246,Manufacturing,
0.9161893618481838,0.8202695301942701,,1982,elec,1985,1.016834989620374,Multiplicative,0.8804827517276802,Industry,0.8953056697139341,Manufacturing,
0.9430649920637542,0.9520043387461171,,1983,elec,1985,1.0264912464514693,Multiplicative,0.9834268330511188,Industry,1.0094790356524639,Manufacturing,
0.998191179187204,1.00883177590159,,1984,elec,1985,1.0143943396236819,Multiplicative,0.9963185312128768,Industry,1.0106598785245229,Manufacturing,
1.0,1.0,,1985,elec,1985,1.0,Multiplicative,1.0,Industry,1.0,Manufacturing,
1.0040709718064005,1.059941636636939,,1986,elec,1985,1.0024706683228444,Multiplicative,1.0530424205579503,Industry,1.055644139109034,Manufacturing,
1.074522240328396,1.119896171221399,,1987,elec,1985,1.00093195468226,Multiplicative,1.0412566706553132,Industry,1.042227074684965,Manufacturing,
1.119391326601728,1.1518526396559965,,1988,elec,1985,1.0048328483752398,Multiplicative,1.024049996655185,Industry,1.0289990750176843,Manufacturing,
1.1343135497602765,1.1609978537825643,,1989,elec,1985,1.0000112713726375,Multiplicative,1.0235130913634762,Industry,1.0235246277609282,Manufacturing,
1.1245178825539774,1.13565911915003,,1990,elec,1985,1.0036431953252452,Multiplicative,1.0062416324836625,Industry,1.009907567295194,Manufacturing,
1.1053049964537438,1.1337528776544712,,1991,elec,1985,1.0050824050472267,Multiplicative,1.0205507327178451,Industry,1.0257375849127612,Manufacturing,
1.135541573557175,1.1714166828366883,,1992,elec,1985,0.9918815042774495,Multiplicative,1.0400364827254347,Industry,1.0315929509891317,Manufacturing,
1.17042928422245,1.2318470312996737,,1993,elec,1985,0.979799450907632,Multiplicative,1.0741734408311236,Industry,1.0524745475058968,Manufacturing,
1.2334830236158376,1.2469602428401678,,1994,elec,1985,0.9687213519976895,Multiplicative,1.0435675303841279,Industry,1.0109261489346022,Manufacturing,
1.2699771142533631,1.1855536646301297,,1995,elec,1985,0.956148648482804,Multiplicative,0.9763373575600233,Industry,0.9335236448942884,Manufacturing,
1.2936086464549597,1.2585922624122874,,1996,elec,1985,0.9517177153419546,Multiplicative,1.0222897217581313,Industry,0.9729312384092111,Manufacturing,
