Series,Industry,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
3,52,176,203.7,272,244.4,256.3,260.9,271,356.6,406.3,371.2,340.5,357.9,340.3,323.6,329,372.6,472.6,519.1,495.3,459.1,452.3,423.4,472.9,553.8,499.1,491.6,441.8,431.2,455.5,447.8,434.5,444.1,484.1,580.7,875,959.4,940,801.9,900.1,1024.5,1000,941.9,898.7,814.5,777.6,854.2,906.5
1,53,8014.7,9434.8,11508.7,11530,12990.2,14413.1,16648.5,18732.5,17855.8,18599.7,14912.6,15107.6,18102.3,17045.5,16461.3,16540.5,18959.6,19745.3,18996,17678.7,18199.8,19769.9,22208.8,24374.4,25822.6,29527,29745.5,28927.3,29694.5,25561.3,26721.3,24791.3,30835.4,31163.1,33472.4,33181.9,35640.8,20417.3,27953.4,32493.9,31713.9,31539.3,33710.7,29743.4,27119.6,31107.5,32013.8
2,53,43325.3,49447.2,49347.6,41233.6,41702.9,43492.4,47176.6,47491.5,40546.5,40113.4,31721.3,31368.4,36148.7,33860.6,32440.4,32078.8,34801.2,34629.2,32560.5,30027.3,30737.6,33085.5,36344.7,37879.4,39618.9,44650.5,45012.1,43757.3,44288.4,37939.3,39553.8,36515,43647.9,41474.4,41711.6,38856,38373.7,22612.5,29770.4,33107.3,31713.9,31397,33459.2,29646.3,27373,31092.8,31110.4
3,53,185,190.8,233.2,279.6,311.5,331.4,352.9,394.4,440.4,463.7,470.1,481.6,500.8,503.4,507.4,515.6,544.8,570.2,583.4,588.8,592.1,597.5,611.1,643.5,651.8,661.3,660.8,661.1,670.5,673.7,675.6,678.9,706.5,751.4,802.5,854,928.8,902.9,939,981.5,1000,1004.5,1007.5,1003.3,990.7,1000.5,1029
1,54,5150.9,6066,7335.8,7145.4,8038.8,9331.9,10651.5,12541.1,13268.1,14514.6,12905.5,12833.2,14880.2,14236.5,13555.5,14365.8,15684,16887.4,16897.8,16115.6,16248.3,17271.9,18794.8,20532.1,21636.8,24404.3,24666.3,24347,24556.8,22514.9,21290.5,21639.3,23595.2,26736.6,30092.7,33227.7,35160.3,27043.8,28764.3,32012.6,34562,35242.7,36214,35254.3,33812.8,36564.5,37304.7
2,54,22189.9,25051.9,24798.9,20151.2,21563.6,23122.9,23921.2,25237.6,24073.6,23780.6,20452.7,20255.9,23180.9,22612.4,21384.9,22414.8,23130.4,23474.5,23214.9,22165.1,22358.9,23674.3,25333.2,26758.7,27829.9,30780.9,30721.9,30431.1,31009.1,28585.4,27105.4,27471.9,29376.7,31343.2,34387.8,36818.7,36049.6,28380.9,29804,31903.4,34562,35654.4,36699.9,36597.1,35489.1,37757.5,37816
3,54,232.1,242.1,295.8,354.6,372.8,403.6,445.3,496.9,551.1,610.4,631,633.6,641.9,629.6,633.9,640.9,678.1,719.4,727.9,727.1,726.7,729.6,741.9,767.3,777.5,792.8,802.9,800.1,791.9,787.6,785.5,787.7,803.2,853,875.1,902.5,975.3,952.9,965.1,1003.4,1000,988.5,986.8,963.3,952.8,968.4,986.5
1,55,2397.7,2731.9,3059.4,3137.6,3671.5,4389.9,5011.2,5686.2,5766.3,6278.9,5750.8,5727.3,6336.1,6395.2,6590.2,6753,7313.4,7944.6,8022.1,7981,8190.4,8952.5,9906.9,10613.4,11384.9,11754.6,12052.9,12017.6,12394.7,11497.2,11145.1,10511.8,10601.2,11048.8,11374.6,11465,11624.2,8828.6,9053.6,9764,9629.1,9883.4,10149.7,9898.2,9513.2,10264.4,10470.1
2,55,12484.8,13822.2,13825.6,12402.2,13703.7,15168.9,15898.3,16458.9,14810.2,14344.5,12222.1,11923.8,12836.9,12631.5,12681.4,12513.3,13104.8,13557.3,13061.8,12292.4,12283.9,13111.3,14158.3,14735.4,15517.1,15844.3,16017.5,15838.7,16172.9,14654.5,14018.5,13104.2,13012.9,12988.2,12951.7,12716.1,12458.1,9153.4,9324.3,9932.2,9629.1,9732,9886.9,9551.8,9124.6,9789.3,9824.8
3,55,192.1,197.6,221.3,253,267.9,289.4,315.2,345.5,389.3,437.7,470.5,480.3,493.6,506.3,519.7,539.7,558.1,586,614.2,649.3,666.8,682.8,699.7,720.3,733.7,741.9,752.5,758.7,766.4,784.6,795,802.2,814.7,850.7,878.2,901.6,933.1,964.5,971,983.1,1000,1015.6,1026.6,1036.3,1042.6,1048.5,1065.7
1,56,11141.4,12824.8,14863.4,14976.7,16364.3,19095.4,21682.7,24918.4,26770,28706.6,28129.5,27433.6,28750,30008,30337.5,32453.7,34656.7,35914,36045.2,34157.9,35610.3,36956.3,40701.5,44416.7,46772.5,53794.2,56951.3,58539.9,62506.2,60028.3,59894,59862.7,64579.9,72494.5,80814.4,89303,92471.8,70193.6,71343,75992.5,77256.5,78027.2,80677.1,80944,80252.2,86036.9,88748.9
2,56,51988.6,57688.4,52552.7,44642.3,47791.3,52117.2,54000.7,56710.1,56328.2,55479,53996.9,54215.3,55491.1,56991.8,57311.8,59824.8,59151.3,58376.8,58076.4,55186.4,57833.4,59417.5,63435.1,65466.2,67769.2,81315.2,84733.8,86406.7,90639.7,86988.5,86637.4,86418.5,82757.2,87574.1,93880.4,99765.7,93161.3,73956.3,76180.4,77017.9,77256.5,78147.3,79537.6,79367.2,78717.3,82005.3,78544.8
3,56,214.3,222.3,282.8,335.5,342.4,366.4,401.5,439.4,475.3,517.4,520.9,506,518.1,526.5,529.3,542.5,585.9,615.2,620.7,619,615.7,622,641.6,678.5,690.2,661.6,672.1,677.5,689.6,690.1,691.3,692.7,780.4,827.8,860.8,895.1,992.6,949.1,936.5,986.7,1000,998.5,1014.3,1019.9,1019.5,1049.2,1129.9
1,57,7886,8989.2,11146.7,12597,13743.8,15690.7,17212.4,19317.7,20105,20703.6,19835.7,18729.6,18839.4,18683.8,17605.2,17789.7,19199.2,19688,21090.3,21332.2,20858.4,20100.1,21581.4,22569.9,22828.5,22757.6,23693.5,24018.3,25107.7,23676.7,23328.5,22957.2,24322.3,26780.8,29356.9,31731.1,33786.8,26898.6,28936.2,32659.5,35340.2,35955.2,37011.7,36064.4,34572.1,37328,38043.6
2,57,31734.6,34418.1,35008.9,34177.6,35873.9,37823.8,38121.8,38818.3,36279.4,35249.9,32348.9,30233.2,29461.3,28931.7,27153.5,27518.1,28876.9,28676,29942,29819.4,29254.5,28775.8,30957,30499.3,31597.2,31506.5,32632.1,33174.5,34555.7,32395.4,31570.2,30728.3,32286.7,32886.8,34704.9,35759.1,35208.6,26853.7,28976.1,32987.7,35340.2,35656.6,36522.8,35491,34855.6,37455.9,35593.1
3,57,248.5,261.2,318.4,368.6,383.1,414.8,451.5,497.6,554.2,587.3,613.2,619.5,639.5,645.8,648.4,646.5,664.9,686.6,704.4,715.4,713,698.5,697.1,740,722.5,722.3,726.1,724,726.6,730.9,738.9,747.1,753.3,814.3,845.9,887.4,959.6,1001.7,998.6,990.1,1000,1008.4,1013.4,1016.2,991.9,996.6,1068.8
1,58,3026.7,3367.8,3449.3,3599.9,4392.3,4967.2,5493.4,6003.2,5544.4,6079.1,5568.2,6453.1,7118.9,7367,7244.3,7453.1,7776.6,8127.7,7930.7,7755.3,8155.3,8499.4,9689.9,9838.9,10180.9,10928.7,11182.9,11161.2,11438.3,10563,10199.2,9420.2,9291,9444.2,9479.4,9251.3,9199.3,7223.6,6983.5,7402.8,7294.3,7483.7,7676.1,7514.6,7212,7790.2,7945.6
2,58,11827.2,12779.5,11691.4,10538.8,12220.8,12858.4,13171.8,13309.4,11386.1,11674.9,10187.7,11334.8,12276.5,12444.3,13109.8,13709.9,13793.6,13631.3,12807.8,12226,12677.6,12986.5,14593.3,14440.2,14700.6,15545,15780.3,15576.6,15680.3,14228.1,13614.3,12518.1,11910.2,11677.2,11349.8,10632.7,9961.2,7654.1,7308.2,7499.8,7294.3,7462.8,7515.4,7257.4,6949.7,7376.9,7380.2
3,58,255.9,263.5,295,341.6,359.4,386.3,417.1,451.1,486.9,520.7,546.6,569.3,579.9,592,552.6,543.6,563.8,596.3,619.2,634.3,643.3,654.5,664,681.4,692.6,703,708.7,716.5,729.5,742.4,749.2,752.5,780.1,808.8,835.2,870.1,923.5,943.8,955.6,987.1,1000,1002.8,1021.4,1035.4,1037.7,1056,1076.6
1,59,2008.5,2231.8,2516.4,2400.5,2763.4,3166.4,3476.2,3913.5,3648.6,3818.8,4238.1,4622.2,5058,5061.6,5092.8,4975.8,5462.9,5454.7,5780.8,5855.8,6111.2,6882.9,7134.5,7897.7,8135.8,8431.5,9629.6,9897.7,10995.2,9305.1,8624.2,8226,8743.6,9125.6,9443.6,9148.3,8739.5,6696.1,7165.8,8093.3,8445.3,8907.2,9116.9,8987.2,8702.7,9352.3,9553.3
2,59,8511.3,9086.6,8328.5,7023.7,7659.2,8303.8,8433,8715.4,7623.5,7453.2,7922.6,9364.3,10093.5,9939.2,9897,9587.2,10261.7,9826.1,10139.6,10105.7,10496.5,11717.1,11991.5,13044.2,13325.7,13777.1,15615.8,16011.2,17777.2,14974.8,13824.9,13135.8,12871.9,12840.7,12792.4,12019.2,9839,7433.5,7656.3,8261.9,8445.3,8853.9,8969.7,8815.9,8632.4,9238.7,8904.8
3,59,236,245.6,302.1,341.8,360.8,381.3,412.2,449,478.6,512.4,534.9,493.6,501.1,509.3,514.6,519,532.4,555.1,570.1,579.5,582.2,587.4,595,605.5,610.5,612,616.7,618.2,618.5,621.4,623.8,626.2,679.3,710.7,738.2,761.1,888.3,900.8,935.9,979.6,1000,1006,1016.4,1019.4,1008.1,1012.3,1072.8
1,60,6406.2,7801,9415.5,8882.9,9652.7,11192.2,13314.1,15997.5,17317.5,18700.9,16901.2,17267.4,19227.7,20226,20423.2,20314.3,22390.7,23946.1,24852.5,24550.1,26509.3,27849.1,32103.2,37375.7,39964.5,43273.6,44819.6,45151.2,46828.4,43984.7,43167,42880.2,45721.1,50825.9,56200,61442.9,65632,51885.2,55745.1,65242.7,67909.4,69311,71264.2,69327,66547.4,71944.2,73419.2
2,60,24960.4,28779.1,29116.2,24228.7,25696.4,28557.8,31662.3,34902.7,34665.2,34682.4,29728.8,29995,32216.6,34155.5,34354.2,33769.3,36278.6,37051.1,37353.3,36617.4,39501.8,40958.1,46343.4,52795.7,55578.1,59376.2,61040.1,61484.1,62834.3,58337,57046.4,56744.4,58600.3,61797.8,65619.4,68235.8,69176.7,54149.1,58011.7,66223.8,67909.4,68925.8,70782.1,69036.6,66208.6,71397.3,71416.4
3,60,256.7,271.1,323.4,366.6,375.6,391.9,420.5,458.3,499.6,539.2,568.5,575.7,596.8,592.2,594.5,601.6,617.2,646.3,665.3,670.4,671.1,679.9,692.7,707.9,719.1,728.8,734.3,734.4,745.3,754,756.7,755.7,780.2,822.5,856.5,900.4,948.8,958.2,960.9,985.2,1000,1005.6,1006.8,1004.2,1005.1,1007.7,1028
1,61,2247.2,2590.7,2924.9,3039.7,3607,4364.8,5220.5,5843.3,6263,6617.4,6566.9,6559.2,8106.4,8165.2,8545.6,9105.4,10956.1,11159,11454.1,10735.2,11811.4,12982.1,14773.3,16475.1,17177.6,18243.5,19108.5,19503.8,20467.6,19402.8,19328.8,19131,20344.9,22467.5,24750.9,26838.7,28062.9,21825.9,23239.8,26018.5,27235.7,27885.6,28700.2,27924.7,26830.8,29024.7,29642.8
2,61,7452,8248.4,8635.6,8412.5,9252.1,10140.3,11650,11533.6,10952.1,11354,10927.2,10525.9,12635.9,13423,13753.4,14449.5,16831.5,16479.7,16659.6,15482.8,16941,18390.9,20663,22700.1,23427.1,24655,25698.8,25875.6,27080.4,24987.5,24747.8,24401.4,25360.9,27420.6,28390.5,29440.2,29737.2,23246.2,24037,26162.6,27235.7,27929.6,28269.2,27242.3,25981.1,27679.6,27635
3,61,301.5,314.1,338.7,361.3,389.9,430.4,448.1,506.6,571.8,582.8,601,623.1,641.5,608.3,621.3,630.2,650.9,677.1,687.5,693.4,697.2,705.9,715,725.8,733.2,740,743.6,753.8,755.8,776.5,781,784,802.2,819.4,871.8,911.6,943.7,938.9,966.8,994.5,1000,998.4,1015.2,1025,1032.7,1048.6,1072.7
1,62,11730.2,13424.3,16027.2,17237,18965.3,20834.7,23749.6,27295.5,29300.3,32376.4,31782.9,30828,34301.8,34484.1,34474.9,35701.9,40029.9,40904.8,41379.5,40582.6,41624.6,42546.4,45368.2,49022.3,51207,50353,52589.5,52667.3,54891.2,51590.1,49883.1,49653.2,53069.3,58985.6,65157,70353.4,75882.3,59944.3,64386.4,72124.2,75846,77855.5,79998.8,77947.1,75019.3,80957.9,82641.8
2,62,61771.6,68386.4,68811.7,64400.3,67832.9,69831.5,73051.3,76993.3,74707.1,74470.3,67831.3,64725.8,70668.7,69018.7,71224.7,72590,76494.8,73877.6,72697.7,69664.9,72412.7,72649.2,75814.1,78887.5,80637.2,77643.9,80029.8,79462.9,81639.6,75858.3,72971.4,72772.5,74684,78560.7,82276.5,85041.9,86734.7,65886.8,69081.1,74153.7,75846,76376,77194.1,74593.4,71568.2,76204.3,75267.6
3,62,189.9,196.3,232.9,267.7,279.6,298.4,325.1,354.5,392.2,434.8,468.6,476.3,485.4,499.6,484,491.8,523.3,553.7,569.2,582.5,574.8,585.6,598.4,621.4,635,648.5,657.1,662.8,672.4,680.1,683.6,682.3,710.6,750.8,791.9,827.3,874.9,909.8,932,972.6,1000,1019.4,1036.3,1045,1048.2,1062.4,1098
1,63,12495,15019.1,19228,22391.5,23369.4,26835.8,30482.7,35293.1,36764.4,42340.7,34384.1,27391.8,30526.7,29870,26489.2,27151.7,31613.7,34424.6,36430.3,33002.4,32162.4,36126.7,40573.6,44512.3,46887.5,49697.3,50391,48911.7,51429.4,45343,41692.9,45702.5,53008.4,64586.6,72257.2,82542.7,87588.1,72239.4,83431.1,99451.1,115458.9,113111.9,118368,102894.1,94714.5,102868.9,103190.7
2,63,64446.2,75093.3,83067.1,80813.5,77753.7,85102.7,89245.6,94448.7,87237.8,89695,67674.9,52480.8,57582.8,55594.8,49068,49800.8,56515.2,58810.5,60156.9,52850.4,50313.1,55408.6,61087.7,65496.3,67236.8,70258.3,70353.4,67506.5,70364.9,61304.9,55641.3,60279.8,68027.2,79242.6,85322.3,94251.4,95645.4,76537.8,88008.4,102190.6,115458.9,111740.2,115186.5,99337.8,91012.8,98366.4,97756.3
3,63,193.9,200,231.5,277.1,300.6,315.3,341.6,373.7,421.4,472.1,508.1,521.9,530.1,537.3,539.8,545.2,559.4,585.3,605.6,624.4,639.2,652,664.2,679.6,697.3,707.4,716.3,724.5,730.9,739.6,749.3,758.2,779.2,815,846.9,875.8,915.8,943.8,948,973.2,1000,1012.3,1027.6,1035.8,1040.7,1045.8,1055.6
1,64,6073.5,7059.7,8164.8,8390.6,8837.4,8401.9,9625.8,10801.5,11761.3,12220.6,12137.7,12064.3,13674.1,14680.3,14908.8,17990.1,20179,22511,22461.2,21916.9,22325,24775.4,28136.4,34158.8,36560.2,36758.2,37185,36301.3,38110.5,33624.2,30820.3,30869.5,32412,36032.3,38582.3,40809,38844.4,29667.8,30802.4,33170.9,33058.9,32331.8,33338.3,30950.4,28617.2,31033.5,31174
2,64,24374.6,27042.3,27737.3,24895.1,24514.7,21581.7,22801.6,23302.5,22742.4,21424.1,20238.2,19408.5,21398.2,22330.2,22052.9,25781.7,27813.5,29868.6,28977.7,27563.4,27631.4,29880.3,33412.4,39736.5,41612.9,41103,40772.5,39399.8,41098.8,35895.7,32789.6,32731.8,32993.6,36286.3,38612.8,40438.3,38442.3,29559.9,31188.1,33394.5,33058.9,32646.4,32488.8,30264.7,27780.2,29830,29433.6
3,64,249.2,261.1,294.4,337,360.5,389.3,422.2,463.5,517.2,570.4,599.7,621.6,639,657.4,676,697.8,725.5,753.7,775.1,795.1,808,829.2,842.1,859.6,878.6,894.3,912,921.4,927.3,936.7,939.9,943.1,982.4,993,999.2,1009.2,1010.5,1003.7,987.6,993.3,1000,990.4,1026.1,1022.7,1030.1,1040.3,1059.1
1,65,5285.8,5974.8,6699.9,6674.1,7610.7,9268,10346.7,11829.1,13855.4,14833.2,15476.5,15753.9,17257.6,18562.1,18700.7,19093.4,20378.2,22562.1,21999.1,21413.1,22571.3,23432.2,24672,25754.3,26755.9,26534.5,26792.2,27036.6,27963.1,25006.3,21985.8,22328.9,22108.9,24082.7,25075,25238.8,25638.4,21579.4,24064.9,28376.7,27147.3,26787.6,27435.9,25945.1,24739.5,26139.7,26271.6
2,65,12652.6,14010.4,14680.9,13345.3,14477,17050.8,18019.5,19443.8,19432,19811.6,20172.8,20107.1,21708.2,23200,23233.4,23331.7,24694.5,26284.3,24820.7,24075.5,25292,26177.4,27576.8,28554.4,29039.4,28783.3,29516,30053.3,31090.9,27718.5,24650.9,25675.1,24811.8,26729.1,27659.2,27270.9,26882.5,22277.4,24886.7,28930.3,27147.3,26504.1,26616.2,24887.3,23588.9,24723.3,24621.5
3,65,417.8,426.5,456.4,500.1,525.7,543.6,574.2,608.4,713,748.7,767.2,783.5,795,800.1,804.9,818.3,825.2,858.4,886.3,889.4,892.4,895.1,894.7,901.9,921.4,921.9,907.7,899.6,899.4,902.2,891.9,869.7,891.1,901,906.6,925.5,953.7,968.7,967,980.9,1000,1010.7,1030.8,1042.5,1048.8,1057.3,1067
1,66,7541.4,8591.6,8551,7795.8,9211.6,10230.4,11736.4,13056,12963.2,13967.4,13801.7,14556.6,16736.3,17260.9,17238.1,18711.6,20650.3,22247.4,21085.1,20511.4,21772.7,23544.1,26494.4,28313.9,29935.4,30774.2,32496.3,33863,35966,33028.9,31695.3,31547.6,33033.6,36619.9,38919.9,40773.6,40378,32884.9,35420.2,38875.9,41644.4,40890.1,42138.5,43825.7,44029.1,46985.8,48683.7
2,66,26029.7,29520.8,26399.3,21063.7,23928,25172.6,28700.3,29454.2,26511.8,27005.5,25505.7,26109.1,29463,29729.2,29248.6,31391.3,33413.2,34513.6,31682.7,30414.8,31814.3,34019.2,37895.1,39389.2,40779.4,42007.4,43769.9,44756.4,47635.1,43606,41586.9,41129.1,42821.1,44412.6,45580.6,45461,43167.9,34751.1,37524.7,39936.4,41644.4,40159.3,40667.3,41775.1,41543.7,43552.9,43195.5
3,66,289.7,291,323.9,370.1,385,406.4,408.9,443.3,489,517.2,541.1,557.5,568,580.6,589.4,596.1,618,644.6,665.5,674.4,684.4,692.1,699.2,718.8,734.1,732.6,742.4,756.6,755,757.4,762.1,767,771.4,824.5,853.9,896.9,935.4,946.3,943.9,973.4,1000,1018.2,1036.2,1049.1,1059.8,1078.8,1127.1
1,67,6214.9,7739.8,9318.8,9201.5,9439.6,10645.1,12727,15090,17090.9,18436.4,14977,12740.6,15470.9,16859.8,17394.2,17650.6,19157.5,21842.9,21555.9,20353,20793.5,21810.5,24566.1,28238.9,29060.7,31064,31244,30151.2,31530.3,27667,25330.7,24660.2,25126.9,27056.3,27931.5,28589.2,28749.2,22838.2,25308.1,28941.9,30602.2,30105,31091.1,28827.4,26764.1,28968.6,29124.9
2,67,26035.7,31056.1,31703.7,26644,25900.9,27004.8,29370.7,31230.6,31066.8,30646.3,23449.1,19617.4,23476.6,25057.9,25432.7,25508.9,26990.5,29607.4,28187.4,25633.6,25639.8,26367.5,29147.9,32777.8,33013.3,34798.4,34561.6,33191.2,34386.9,30104.4,27766.6,27074.9,27729.8,29295.5,29646.2,30143,29882.6,23694.8,26286.7,29403.1,30602.2,29680.1,30318.8,27802.6,25841.9,27879.9,27488.4
3,67,238.7,249.2,293.9,345.3,364.4,394.2,433.3,483.2,550.1,601.6,638.7,649.5,659,672.8,683.9,691.9,709.8,737.8,764.7,794,811,827.2,842.8,861.5,880.3,892.7,904,908.4,916.9,919,912.3,910.8,906.1,923.6,942.2,948.5,962.1,963.9,962.8,984.3,1000,1014.3,1025.5,1036.9,1035.7,1039,1059.5
1,68,6238.7,7212.4,8354.9,8785.5,9737.9,10854.2,12447.4,13756.8,14392.9,15711.9,13781.4,12693.4,16225.3,16121.6,15133.4,15910.8,18108.3,19206.5,18935.1,19021.5,19708.1,20764.6,23888.5,24746.6,24995.8,31485.2,34388,35741.2,40314.4,38138.1,37292.8,36327.3,36954.1,39787,41269.2,42683,44324.4,35822.1,40676.3,47630.3,54550.7,53439.6,55141.2,50982.3,47147.8,50994.7,51157.3
2,68,31351.8,35223.2,35846.1,31098.4,31694.2,33255.2,34583,35081.9,32203.4,31179.4,25533.4,22852.4,28551.6,28334.9,26269.7,27346,30381.1,30826.6,28794.7,27825.2,28269.7,29219.3,32867.7,33258.1,33111.4,41202.6,44742.1,45811.5,51422.5,48034,46518.1,45137.3,45371,48112.8,48318.3,48660.5,48255.4,36853.4,41920.3,48096.8,54550.7,52824,53829.3,49371,46289.2,50317.8,50029.1
3,68,199,204.8,233.1,282.5,307.2,326.4,359.9,392.1,446.9,503.9,539.7,555.5,568.3,569,576.1,581.8,596,623,657.6,683.6,697.1,710.6,726.8,744.1,754.9,764.2,768.6,780.2,784,794,801.7,804.8,814.5,827,854.1,877.2,918.5,972,970.3,990.3,1000,1011.7,1024.4,1032.6,1018.5,1013.5,1022.6
1,69,10332.8,11895,14461.1,15185.1,16139.7,19682,22830.8,26626.8,28593.4,30766.4,29215.4,26641.1,30246.8,32254.9,31896.2,34292,38678.2,41341.4,42391.8,42365.4,42267.9,46470,50610.4,56247.5,57624.5,63451.7,65515.6,64912.5,69288.2,62114.5,58109.1,59665.5,64158.2,72919.8,79783.4,86298.5,88512.5,71309.2,79773.7,92265.2,102018.5,100136.5,103328.1,95706.1,88630,95893.5,96277.9
2,69,47553.1,53380.7,56413.6,49967.3,50669.8,57991.9,62454.8,66598.2,64034.7,63278.8,57318.5,51722.5,57812,61613.2,60103,63851.1,69541,71523.8,70796.3,69169.5,67486.8,72360.3,76916.2,83026.1,83333.2,90232,92074.2,90021.6,95118.4,83816.1,77532.5,78603.8,83395.1,90696.2,96134.9,100570,97822,76192.6,84479.6,95081.4,102018.5,98046.1,98898.2,90049.6,82612.4,88156,85881.4
3,69,217.3,222.8,256.3,303.9,318.5,339.4,365.6,399.8,446.5,486.2,509.7,515.1,523.2,523.5,530.7,537.1,556.2,578,598.8,612.5,626.3,642.2,658,677.5,691.5,703.2,711.6,721.1,728.4,741.1,749.5,759.1,769.3,804,829.9,858.1,904.8,935.9,944.3,970.4,1000,1021.3,1044.8,1062.8,1072.8,1087.8,1121.1
1,70,6529.9,7518,9225.7,8731.2,10454.9,12653,15340.4,19994.8,23065.2,28193,32081.9,38351.3,48202.8,49327.2,45211.2,52757.4,59333.6,57169.9,56305,52228.8,57517.1,59785.8,68333,80481.2,91139,106307.6,104948.8,106323.9,117031.4,93594.5,77212.8,74597.3,72989.9,72350.4,72331.8,73140.4,63387.8,50934.6,44591.6,40815,37256.7,34594.8,34227.1,34087.6,33455.2,35388,36082
2,70,47.9,60.4,92.5,95,128.6,180.6,253.8,380.9,542.3,722.5,881.1,1263.4,1962.7,2362.6,2513.7,3443.8,4169.7,4302.4,4670.1,3875.3,5082.7,5949.8,7425.1,9767.2,13063.9,18547.3,22512.7,26935.2,33142.2,29656.8,28340.4,33176.2,36527.1,41003.6,44938.4,51058,50258.6,44363.3,41782.6,39937.7,37256.7,35849.8,35885.6,37503.7,38601,41316.6,42404.5
3,70,136289.8,124370.8,99769.1,91900.8,81309.4,70045.5,60434.9,52490.3,42535.5,39020.4,36411.3,30356.8,24559.5,20878.5,17985.6,15319.4,14229.7,13287.8,12056.4,13477.3,11316.2,10048.3,9203,8240,6976.4,5731.7,4661.8,3947.4,3531.2,3155.9,2724.5,2248.5,1998.2,1764.5,1609.6,1432.5,1261.2,1148.1,1067.2,1022,1000,965,953.8,908.9,866.7,856.5,850.9
1,71,9251.5,10038.9,11433.2,11752.3,12829.9,15658.7,14371.4,16655,20860.6,23843.9,24535.5,26762.7,32546,35555,36370,36835,39194.9,38779.1,42435.6,42025.5,46279.2,49339.6,57392.3,63755.5,73845.3,89402.8,90003.9,94616.1,113146.1,94966.5,77097.2,74078.2,74626,73997.5,75033.8,75728.5,72051.7,58470.1,58269.4,56662.4,54388.1,54367.1,53996,54002.7,53299.8,56373.4,57632
2,71,15895,16786.8,17613,15227.7,14951.4,17981.9,16180.3,18576.7,21890.8,23855.3,23465.6,25089.9,30400.1,32953.9,34731.6,34197.7,36288.7,35278.2,37994.8,37321.7,40685.7,42621.1,48887.8,54091.4,62059.8,74708.8,75699,80960.4,99129.8,84863.3,71319,70692.2,73404.8,73684.3,75495.4,76173.2,71374.6,57693.1,57485.5,56126.2,54388.1,54526.2,53970.1,53748.2,53414.1,57460.8,59198.5
3,71,582,598,649.1,771.8,858.1,870.8,888.2,896.6,952.9,999.5,1045.6,1066.7,1070.6,1078.9,1047.2,1077.1,1080.1,1099.2,1116.9,1126,1137.5,1157.6,1174,1178.7,1189.9,1196.7,1189,1168.7,1141.4,1119.1,1081,1047.9,1016.6,1004.3,993.9,994.2,1009.5,1013.5,1013.6,1009.6,1000,997.1,1000.5,1004.7,997.9,981.1,973.5
1,72,5939.1,6860.4,6545.3,6017.2,6822.7,7690.8,8391.4,8553.6,8726.5,9358.5,7979.9,8915.7,10818.3,11605.8,12262.4,7724.7,8296,9775.3,9991.9,10621.9,11330.4,11847.1,13116.5,15133.8,11693.2,10166.4,10708.5,11479.7,13311.8,11233.5,10089.1,10580.6,11469.4,12188.5,13243.1,14404.1,11506.1,7776.4,6304.1,4675.7,2943,2910.8,2830.4,2838.9,3742,3914.9,3957.1
2,72,3566.6,4160.8,3915.2,3581.7,4158.6,4882.8,5182,5213.6,5297.8,5756,4948,5637,6970,7605.9,7950.8,5078.8,5593,6656.5,7047.8,7449.1,8038.4,8584.7,9504.5,11178.7,8658.2,7705.4,8216.6,9000.8,10699.6,9185.6,8316.7,8865.6,9840.1,10745.8,11897.3,13353.3,10848.1,7663.4,6293.8,4683.4,2943,2969.2,2887.2,2886.2,3798,3979.4,4024.3
3,72,1665.2,1648.8,1671.8,1680,1640.6,1575.1,1619.3,1640.6,1647.2,1625.9,1612.8,1581.6,1552.1,1525.9,1542.3,1521,1483.3,1468.5,1417.7,1425.9,1409.5,1380,1380,1353.8,1350.5,1319.4,1303.3,1275.4,1244.1,1223,1213.1,1193.4,1165.6,1134.3,1113.1,1078.7,1060.7,1014.8,1001.6,998.4,1000,980.3,980.3,983.6,985.2,983.8,983.3
1,73,10219,12367,12943.9,11547.4,14077.3,17060.7,19256.2,24109.9,31093.7,30611.9,34274.3,36974.5,47603.4,42271.4,41233.2,51079,58270.9,61911.5,62870.6,67274.2,73900.3,81206,97704.5,121807.6,129649.5,144813.3,144807.5,150741.7,168408.9,141539,118292.8,117206.8,120120.7,123190.1,128871.2,134255.6,126981.3,104770.8,107944.5,109004.6,107565.6,107215.9,106200,105833,103921.3,109897.1,112064.2
2,73,4883.3,5867.8,5691.4,4942.2,6276.4,7878.8,9038.5,11155,13198.7,12746.8,14332.2,15158.7,18464.4,15917.4,15263.8,18877,21461.4,22837.1,23566.2,25567.3,28966.4,31774.7,38652.3,50619.2,57319.4,69467.2,74337.5,80137.7,94412.8,82716.7,70881.8,74797.8,79984.6,84351.5,91174.3,103962,106295.4,90522,96872.9,103738.7,107565.6,107823.6,107826.7,108087.8,108273.2,115882.5,120509.8
