Year,NAICS, Electricity, Coal, Distillate, Residual, Gas,Gasoline,Other , Total Fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Year,NAICS, Electricity, Coal, Distillate, Residual, Gas,Gasoline,Other , Total Fuel
1987,211111,0.720310732,0,24.1591875,1.4768163,273.0368,11.23141429,16.08109494,362.2012243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,211112,0.720314144,0,0.0297075,0,57.054,0.187607143,0.431877747,59.91794148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,212111,0.723722732,0.985245,50.776525,5.0761238,0.514,3.051742857,0.520793754,80.54377736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,212112,0.723726144,0.956530685,4.728735,0.6645359,0.514,0.800457143,0.025404573,9.843630612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,212113,0.723729556,0,0.558035,0,0,0.112564286,0,1.487892165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,212210,0.72406052,2.648854204,3.1612275,0,21.588,0.125071429,0.30485488,28.08488193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,212221,0.724098052,0,4.56214,0.414942,0.3084,0.225128571,0.30485488,7.364914725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,212222,0.724101464,0,0.8615175,0,0.1028,0.025014286,0.03810686,1.18550613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,212231,,,,,,,,0.861745084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,212234,0.724142408,0,8.883125,0,9.6632,0,0,22.87380083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
