Year,NAICS,Composite Price
1998,311,2.729445208
1998,312,2.724146341
1998,313,3.071741935
1998,314,3.382068966
1998,315,3.642903226
1998,316,3.9314
1998,321,2.659789555
1998,322,2.352132404
1998,323,3.925081081
1998,324,2.604663259
1998,325,2.522110346
1998,326,3.621944444
1998,327,2.452842584
1998,331,3.465817638
1998,332,3.854285115
1998,333,3.826625616
1998,334,3.752810651
1998,335,3.426780926
1998,336,3.287645951
1998,337,4.333333333
1998,339,4.049681529
1999,311,2.799419581
1999,312,2.73319575
1999,313,3.187180613
1999,314,3.378162718
1999,315,3.847969915
1999,316,3.824227318
1999,321,2.678796543
1999,322,2.428674069
1999,323,3.945267022
1999,324,2.664613124
1999,325,2.563311265
1999,326,3.551308145
1999,327,2.450435915
1999,331,3.333780382
1999,332,3.867502914
1999,333,3.908851547
1999,334,3.720644026
1999,335,3.436298367
1999,336,3.320729302
1999,337,4.098959945
1999,339,3.999104823
2000,311,3.822091451
2000,312,3.530916766
2000,313,4.425457352
2000,314,4.656380277
2000,315,5.631503043
2000,316,5.375914031
2000,321,3.54267862
2000,322,3.132941546
2000,323,5.507332058
2000,324,3.63694986
2000,325,3.409269656
2000,326,4.677734088
2000,327,3.195748803
2000,331,3.876377644
2000,332,5.315394218
2000,333,5.512429202
2000,334,5.001238258
2000,335,4.78830979
2000,336,4.545132409
2000,337,5.373827551
2000,339,5.615581528
2001,311,4.452175773
2001,312,4.258350521
2001,313,4.986890216
2001,314,5.185867611
2001,315,6.585660319
2001,316,6.053779856
2001,321,4.137401742
2001,322,3.558488515
2001,323,6.428867797
2001,324,4.193020629
2001,325,3.870699709
2001,326,5.45196258
2001,327,3.694930431
2001,331,4.436138581
2001,332,6.245566127
2001,333,6.602330342
2001,334,6.148403958
2001,335,5.868417377
2001,336,5.244653719
2001,337,6.30861163
2001,339,6.550388616
2002,311,3.827804014
2002,312,3.950779221
2002,313,4.150028011
2002,314,4.122147806
2002,315,5.290225989
2002,316,4.68
2002,321,3.68859967
2002,322,3.332825456
2002,323,5.104625
2002,324,3.487396298
2002,325,3.25817503
2002,326,4.664
2002,327,3.248325183
2002,331,4.117813023
2002,332,5.151218796
2002,333,5.524094402
2002,334,5.471936416
2002,335,4.991281139
2002,336,4.239782804
2002,337,5.107868852
2002,339,5.109583333
2003,311,4.823808728
2003,312,4.744624595
2003,313,5.444823755
2003,314,5.8535698
2003,315,7.28561968
2003,316,6.573785657
2003,321,4.6138725
2003,322,4.117213109
2003,323,6.730170387
2003,324,4.707431669
2003,325,4.55937693
2003,326,5.902276597
2003,327,4.033206382
2003,331,4.80928593
2003,332,6.753392805
2003,333,7.366538873
2003,334,6.621543161
2003,335,6.510921782
2003,336,5.667982926
2003,337,7.071740898
2003,339,7.081610022
2004,311,5.389918229
2004,312,5.631560276
2004,313,5.936458433
2004,314,6.743156252
2004,315,7.902983458
2004,316,7.400267573
2004,321,5.065176036
2004,322,4.788829324
2004,323,7.094991562
2004,324,5.197482105
2004,325,5.405440286
2004,326,6.869753511
2004,327,4.591626407
2004,331,5.732217674
2004,332,7.550167773
2004,333,8.313805126
2004,334,7.749087296
2004,335,7.624293764
2004,336,6.155087373
2004,337,7.790382946
2004,339,7.76991776
2005,311,6.840585561
2005,312,7.079125331
2005,313,7.465700781
2005,314,9.08915462
2005,315,10.24792765
2005,316,9.825752215
2005,321,6.392266969
2005,322,6.104237632
2005,323,9.018546346
2005,324,6.604960389
2005,325,7.103737139
2005,326,8.879799117
2005,327,5.763017899
2005,331,7.292034639
2005,332,9.627238126
2005,333,10.6857402
2005,334,9.716718408
2005,335,9.780245547
2005,336,7.959088557
2005,337,9.974290147
2005,339,10.11158706
2006,311,6.591957073
2006,312,7.408028169
2006,313,6.936030466
2006,314,8.753692308
2006,315,9.153150685
2006,316,9.714285714
2006,321,6.3688025
2006,322,6.421746324
2006,323,7.899008674
2006,324,6.3995849
2006,325,7.27353408
2006,326,9.113896104
2006,327,5.75620021
2006,331,7.833377278
2006,332,9.080158416
2006,333,10.30430108
2006,334,9.824258475
2006,335,9.763510393
2006,336,7.194128114
2006,337,9.232466368
2006,339,9.617846154
2007,311,6.580761072
2007,312,7.456756808
2007,313,7.252247419
2007,314,8.612883724
2007,315,9.778297386
2007,316,10.96044675
2007,321,6.328774754
2007,322,6.351989912
2007,323,8.29982635
2007,324,6.476423807
2007,325,7.097957795
2007,326,9.103515968
2007,327,5.716936781
2007,331,7.695458424
2007,332,9.15301386
2007,333,10.29392778
2007,334,9.482682809
2007,335,9.630935549
2007,336,7.643157284
2007,337,9.688870561
2007,339,10.28512124
2008,311,8.242981516
2008,312,8.983532193
2008,313,9.559984478
2008,314,10.70027479
2008,315,13.31161963
2008,316,14.76622123
2008,321,7.313894647
2008,322,7.489015785
2008,323,11.12323714
2008,324,8.033737607
2008,325,8.472569305
2008,326,10.91981127
2008,327,6.909407952
2008,331,8.875639082
2008,332,11.53609652
2008,333,12.75583415
2008,334,11.17968358
2008,335,11.6758906
2008,336,10.30517842
2008,337,12.54288997
2008,339,13.42971522
2009,311,5.49377621
2009,312,7.185914747
2009,313,6.461161118
2009,314,6.341104413
2009,315,8.413258627
2009,316,10.02360947
2009,321,5.179533668
2009,322,5.407563854
2009,323,6.831001329
2009,324,5.174269149
2009,325,5.492592093
2009,326,7.681738599
2009,327,5.044304471
2009,331,7.678248947
2009,332,7.570848741
2009,333,8.217653704
2009,334,7.975820196
2009,335,8.109368365
2009,336,6.631302002
2009,337,8.260948548
2009,339,8.805886409
2010,311,5.56828271
2010,312,6.58
2010,313,7.100029155
2010,314,6.447327586
2010,315,9.580190822
2010,316,10.37817064
2010,321,4.558422303
2010,322,4.696434527
2010,323,7.363251861
2010,324,4.94650279
2010,325,5.10894824
2010,326,6.883536585
2010,327,4.92806749
2010,331,6.993196271
2010,332,7.41618854
2010,333,7.994293126
2010,334,6.687647059
2010,335,7.384177546
2010,336,7.278111888
2010,337,8.550613497
2010,339,8.998045977
2011,311,5.702329248
2011,312,6.627837676
2011,313,7.006237682
2011,314,6.907983327
2011,315,9.337421192
2011,316,11.143954
2011,321,5.951886808
2011,322,5.089126461
2011,323,7.034924815
2011,324,5.58081955
2011,325,5.075912888
2011,326,6.950107188
2011,327,5.102366242
2011,331,7.40044464
2011,332,7.192821779
2011,333,8.170283473
2011,334,6.696946173
2011,335,7.131036095
2011,336,7.164377994
2011,337,8.540651066
2011,339,8.696245618
2012,311,4.886871845
2012,312,5.582764662
2012,313,5.512036651
2012,314,6.559643581
2012,315,7.493063913
2012,316,10.61367767
2012,321,6.566382486
2012,322,4.612682355
2012,323,5.59232847
2012,324,5.405780256
2012,325,4.172210239
2012,326,6.070289511
2012,327,4.535678283
2012,331,6.83175913
2012,332,5.831062458
2012,333,7.199408027
2012,334,5.808311242
2012,335,5.698493672
2012,336,5.968954062
2012,337,7.109273808
2012,339,7.125279831
2013,311,5.162298524
2013,312,5.380318826
2013,313,5.431785121
2013,314,7.90763914
2013,315,8.021619749
2013,316,10.35361823
2013,321,7.03086685
2013,322,4.540597501
2013,323,6.212462653
2013,324,6.144607742
2013,325,4.408270909
2013,326,6.363238942
2013,327,4.467781969
2013,331,6.314062881
2013,332,6.107088884
2013,333,7.967439864
2013,334,6.324165791
2013,335,5.869734005
2013,336,6.439597248
2013,337,7.694962849
2013,339,7.56463288
2014,311,5.791022181
2014,312,5.86398374
2014,313,5.580147401
2014,314,9.426731079
2014,315,8.935652174
2014,316,10.75
2014,321,7.597056443
2014,322,4.785047003
2014,323,7.211557395
2014,324,6.987262841
2014,325,4.856069353
2014,326,7.454644751
2014,327,4.657913432
2014,331,6.351194934
2014,332,6.991940299
2014,333,9.267509025
2014,334,7.586626984
2014,335,6.642091503
2014,336,7.226654412
2014,337,8.841705882
2014,339,8.369277978
2015,311,4.356731003
2015,312,4.750695381
2015,313,3.998419657
2015,314,7.153682105
2015,315,6.31226241
2015,316,8.008244588
2015,321,5.880150707
2015,322,3.899461138
2015,323,5.193533313
2015,324,5.725046404
2015,325,3.681912159
2015,326,6.146539251
2015,327,3.663895541
2015,331,5.414313907
2015,332,5.224625802
2015,333,7.007963194
2015,334,6.195236044
2015,335,5.105682872
2015,336,5.30247558
2015,337,6.446841878
2015,339,6.150194421
2015,311,3.857752539
2016,312,3.916051511
2016,313,3.724748906
2016,314,5.811444077
2016,315,5.638671454
2016,316,6.246443223
2016,321,5.060340494
2016,322,3.418692878
2016,323,4.531588703
2016,324,5.336799894
2016,325,3.312301812
2016,326,5.124686019
2016,327,3.189190858
2016,331,4.521255009
2016,332,4.354082858
2016,333,5.947829473
2016,334,5.222611382
2016,335,4.308991004
2016,336,4.669769463
2016,337,5.538585082
2016,339,5.253037012
2017,311,4.382728308
2017,312,4.338088423
2017,313,4.37676237
2017,314,6.359387325
2017,315,6.54809284
2017,316,7.15018186
2017,321,5.423305802
2017,322,3.88627147
2017,323,5.225460257
2017,324,5.835877196
2017,325,3.873738527
2017,326,5.57757965
2017,327,3.594996578
2017,331,4.792151441
2017,332,4.958749931
2017,333,6.651501313
2017,334,5.598531957
2017,335,4.856853392
2017,336,5.365243751
2017,337,6.358757838
2017,339,6.015326569
2018,311,
2018,312,
2018,313,
2018,314,
2018,315,
2018,316,
2018,321,
2018,322,
2018,323,
2018,324,
2018,325,
2018,326,
2018,327,
2018,331,
2018,332,
2018,333,
2018,334,
2018,335,
2018,336,
2018,337,
2018,339,
