Year,NAICS,Residual,Distillate,Nat. Gas,LPG,Coal ,Coke,Other
1998,311,2.7,4.1,2.95,7.47,1.43,6.6,2.488372093
1998,312,2.68,5.38,3.22,6.77,1.71,0,2
1998,313,2.82,3.64,3.33,5.93,2.06,0,2.333333333
1998,314,2.8,4.5,3.5,8.35,2,0,2.33
1998,315,2.77,5.14,3.81,6.62,2,0,2
1998,316,2.6,4.63,3.64,8.25,1.56,0,2.5
1998,321,2.6,4.6,2.97,7.18,2,0,2.129032258
1998,322,2.37,4.29,2.7,7.28,1.75,3,2.129746835
1998,323,2.6,4.27,3.87,8.6,2,0,2.5
1998,324,2.3,3.85,2.47,4.29,2,0,2.922077922
1998,325,2.67,4.68,2.38,4.44,1.66,4.51,3.508442777
1998,326,2.55,5.59,3.48,9.06,2.5,0,4.2
1998,327,2.92,4.77,2.95,8.57,1.6,2.48,1.357142857
1998,331,2.22,5.1,2.89,7.5,1.42,4.93,5.341772152
1998,332,2.85,5.06,3.49,8.83,2.61,7.35,12.92592593
1998,333,2.36,5.13,3.66,7.65,1.57,0,7.857142857
1998,334,2.5,4.69,3.71,7.9,2,0,5.5
1998,335,2.93,5.49,3.4,8,2,0,0.415143603
1998,336,2.79,4.84,3.24,8.05,1.79,0,3.851851852
1998,337,2.6,5.41,4.19,7.82,2,0,4.666666667
1998,339,2.6,4.3,3.89,12.94,2,0,3.6
1999,311,2.722313939,5.250425378,3.016542167,7.615740716,1.39727035,6.007915727,2.92380018
1999,312,3.185385614,5.826836147,3.063912327,7.679385689,1.799450896,0,2.106842275
1999,313,3.294432154,4.530176402,3.391485935,7.429079968,2.051756216,0,2.535094438
1999,314,3.387588084,4.217594459,3.480238929,9.052812891,1.934092425,0,2.484242174
1999,315,3.371261452,5.6525,3.867171683,8.016156412,2.06003545,0,2.252542221
1999,316,2.959083546,5.05056175,3.595915099,6.933007707,1.572897582,0,2.663771111
1999,321,2.486438495,4.858834679,3.164242416,7.049824347,1.932088823,0,1.877769215
1999,322,2.736595976,4.347342297,2.718976001,7.907516376,1.748713247,3.41875,2.214938357
1999,323,2.731202981,4.885588701,3.888686449,8.10538987,1.94976118,0,2.443174431
1999,324,2.098059517,4.499837198,2.519292417,5.513759338,1.938512664,0,2.969312876
1999,325,2.897546614,5.003006055,2.422144932,5.233532161,1.696324441,4.527351781,3.383206842
1999,326,2.907793392,5.97717198,3.473590238,8.039122029,2.287818885,0,4.041029169
1999,327,3.215883674,5.560905305,2.932135793,7.823927221,1.588107065,2.280816396,1.309377671
1999,331,2.344190014,4.31671216,2.766687092,7.140565673,1.489679871,4.716782086,4.461014994
1999,332,2.901476982,5.622036356,3.518512203,8.386042772,3.142951003,6.497773488,13.36607504
1999,333,2.531988244,5.771026871,3.726016398,7.193277901,1.501763188,0,7.691902847
1999,334,2.542385612,5.355941981,3.662897355,9.032146328,2.212737755,0,5.153070438
1999,335,1.957784252,4.704327223,3.373709155,9.03088452,2.058473094,0,0.872065459
