Year,NAICS,MECS,ASM,MECS/ASM,ratio,expenditure
1988,321,265,316149,0.8394,0.8394,"265,373.5"
1988,322,2108,2558900,0.8238,0.8238,"2,108,123.6"
1988,323,217,216718,1.0023,1.0023,"217,210.7"
1988,324,1781,2098200,0.8487,0.8487,"1,780,662.1"
1988,325,3761,4360100,0.8627,0.8627,"3,761,373.6"
1988,326,454,503800,0.9004,0.9004,"453,602.6"
1988,327,1952,2013800,0.9694,0.9694,"1,952,198.1"
1988,331,4319,3084800,1.4002,1.4002,"4,319,214.8"
1988,332,868,1063690,0.8159,0.8159,"867,818.7"
1988,333,466,458560,1.0156,1.0156,"465,690.8"
1988,334,188,330991,0.5673,0.5673,"187,784.2"
1988,335,241,225079,1.0707,1.0707,"240,981.4"
1988,336,745,891338,0.8363,0.8363,"745,443.1"
1988,337,124,167431,0.7402,0.7402,"123,936.3"
1988,339,157,172276,0.9087,0.9087,"156,545.4"
1989,311,2083315,1974500,,0.9740,"1,923,111.5"
1989,312,53432,275300,,0.5895,"162,279.3"
1989,313,393279,459324,,1.0905,"500,877.9"
1989,314,108119,126276,,0.0000,0.0
1989,315,107103,92455,,1.0890,"100,682.4"
1989,316,26217,28800,,0.9948,"28,649.4"
1989,321,420501,329820,,0.7879,"259,870.0"
1989,322,2569202,2683400,,0.8283,"2,222,636.0"
1989,323,250201,232717,,0.9630,"224,097.2"
1989,324,1753535,2198600,,0.8283,"1,821,079.4"
1989,325,4683438,4523000,,0.8546,"3,865,322.2"
1989,326,522017,561800,,0.8608,"483,596.2"
1989,327,2076170,2013100,,0.9408,"1,893,968.4"
1989,331,5383883,3163700,,1.3559,"4,289,529.4"
1989,332,873141,1078689,,0.7840,"845,691.9"
1989,333,611972,483005,,0.9530,"460,306.7"
1989,334,222084,348379,,0.5509,"191,912.3"
1989,335,450074,240623,,1.0136,"243,888.9"
1989,336,682971,880556,,0.8161,"718,591.5"
1989,337,137532,175779,,0.6935,"121,900.5"
1989,339,93437,174208,,0.8618,"150,132.4"
1990,311,1867413,1973300,,0.9290,"1,833,288.9"
1990,312,52407,281700,,0.5753,"162,074.6"
1990,313,370891,436656,,1.1260,"491,661.9"
1990,314,101963,120044,,0.0000,0.0
1990,315,84157,87490,,1.0142,"88,734.0"
1990,316,29229,26100,,1.0287,"26,849.6"
1990,321,424367,361697,,0.7349,"265,802.2"
1990,322,2848157,2863100,,0.8329,"2,384,610.2"
1990,323,235689,235652,,0.9225,"217,378.4"
1990,324,2072818,2623200,,0.8073,"2,117,714.3"
1990,325,4190373,4585600,,0.8463,"3,880,607.4"
1990,326,443396,518600,,0.8200,"425,269.8"
1990,327,1786815,1981700,,0.9114,"1,806,056.3"
1990,331,5091950,3137700,,1.3102,"4,111,058.7"
1990,332,715685,1042114,,0.7512,"782,812.5"
1990,333,511601,463682,,0.8886,"412,012.2"
1990,334,157256,342524,,0.5339,"182,875.6"
1990,335,321615,232270,,0.9548,"221,762.9"
1990,336,641443,838625,,0.7952,"666,873.1"
1990,337,105445,161670,,0.6453,"104,331.3"
1990,339,72676,182027,,0.8135,"148,077.0"
1991,311,1727,1950400,0.8854,0.8854,"1,726,966.0"
1991,312,152,270100,0.5616,0.5616,"151,699.3"
1991,313,496,427557,1.1604,1.1604,"496,149.9"
1991,314,0,117543,0.0000,0.0000,0.0
1991,315,87,92530,0.9416,0.9416,"87,130.8"
1991,316,26,24500,1.0617,1.0617,"26,010.9"
1991,321,248,363549,0.6834,0.6834,"248,448.0"
1991,322,2265,2705200,0.8373,0.8373,"2,265,140.3"
1991,323,192,217966,0.8831,0.8831,"192,494.8"
1991,324,1915,2432900,0.7869,0.7869,"1,914,523.4"
1991,325,3618,4316800,0.8382,0.8382,"3,618,218.5"
1991,326,372,477200,0.7805,0.7805,"372,440.1"
1991,327,1577,1786600,0.8828,0.8828,"1,577,172.6"
1991,331,3447,2723100,1.2659,1.2659,"3,447,205.3"
1991,332,715,994116,0.7193,0.7193,"715,087.9"
1991,333,363,439159,0.8260,0.8260,"362,754.9"
1991,334,166,321687,0.5174,0.5174,"166,453.4"
1991,335,197,219548,0.8977,0.8977,"197,084.7"
1991,336,621,801246,0.7749,0.7749,"620,921.3"
1991,337,92,153322,0.5986,0.5986,"91,778.4"
1991,339,130,169188,0.7666,0.7666,"129,699.4"
1992,311,1899968,2007700,,0.9198,"1,846,629.1"
1992,312,45692,245600,,0.5852,"143,729.3"
1992,313,383148,451088,,1.1361,"512,467.7"
1992,314,105335,124012,,0.0000,0.0
1992,315,176923,183931,,0.8288,"152,448.6"
1992,316,47036,42000,,0.9232,"38,773.1"
1992,321,387267,330075,,0.7324,"241,732.0"
1992,322,2817419,2832200,,0.8400,"2,379,015.4"
1992,323,232606,232570,,0.8602,"200,057.8"
1992,324,1861918,2356300,,0.7989,"1,882,543.2"
1992,325,4152723,4544400,,0.8777,"3,988,651.1"
1992,326,443053,518200,,0.7809,"404,672.4"
1992,327,1705575,1891600,,0.9760,"1,846,167.0"
1992,331,4538727,2796800,,1.3303,"3,720,594.2"
1992,332,683196,994808,,0.7489,"744,970.7"
1992,333,472043,427829,,0.8157,"348,972.6"
1992,334,152896,333029,,0.5113,"170,270.5"
1992,335,311277,224803,,0.8804,"197,918.6"
1992,336,658303,860669,,0.7683,"661,212.3"
1992,337,101687,155908,,0.6230,"97,132.5"
1992,339,69515,174114,,0.7899,"137,528.9"
1993,311,2314206,2129000,,0.9551,"2,033,504.3"
1993,312,53372,267100,,0.6095,"162,799.3"
1993,313,444246,497836,,1.1110,"553,082.1"
1993,314,122131,136864,,0.0000,0.0
1993,315,127143,201911,,0.7126,"143,882.4"
1993,316,26354,39900,,0.7805,"31,140.8"
1993,321,532892,376389,,0.7828,"294,636.2"
1993,322,3118485,2986900,,0.8427,"2,517,148.3"
1993,323,211663,236753,,0.8366,"198,061.1"
1993,324,2217982,2717900,,0.8113,"2,205,070.5"
1993,325,5535365,5212800,,0.9184,"4,787,645.7"
1993,326,466935,566600,,0.7814,"442,731.4"
1993,327,2041914,2012700,,1.0720,"2,157,632.5"
1993,331,5300054,3058100,,1.3966,"4,271,086.5"
1993,332,817893,1076728,,0.7793,"839,085.8"
1993,333,471724,464846,,0.8050,"374,214.9"
1993,334,176591,367872,,0.5049,"185,750.0"
1993,335,380991,254120,,0.8626,"219,206.7"
1993,336,769583,1021684,,0.7614,"777,869.7"
1993,337,114381,168372,,0.6482,"109,132.7"
1993,339,98826,185418,,0.8139,"150,904.9"
1994,311,2144,2166600,0.9895,0.9895,"2,143,800.3"
1994,312,166,262200,0.6331,0.6331,"165,994.2"
1994,313,574,528270,1.0866,1.0866,"574,025.0"
1994,314,0,145230,0.0000,0.0000,0.0
1994,315,116,194162,0.5998,0.5998,"116,456.3"
1994,316,22,34700,0.6420,0.6420,"22,276.3"
1994,321,328,394787,0.8318,0.8318,"328,366.3"
1994,322,2516,2975900,0.8454,0.8454,"2,515,794.9"
1994,323,209,256862,0.8136,0.8136,"208,992.1"
1994,324,2003,2432400,0.8233,0.8233,"2,002,652.9"
1994,325,4779,4988200,0.9580,0.9580,"4,778,574.6"
1994,326,466,595800,0.7818,0.7818,"465,815.6"
1994,327,2169,1861500,1.1652,1.1652,"2,169,042.0"
1994,331,4708,3222500,1.4610,1.4610,"4,708,198.0"
1994,332,903,1116419,0.8088,0.8088,"902,993.8"
1994,333,391,492550,0.7947,0.7947,"391,424.8"
1994,334,188,377286,0.4988,0.4988,"188,179.1"
1994,335,221,261422,0.8453,0.8453,"220,989.5"
1994,336,716,948245,0.7547,0.7547,"715,611.6"
1994,337,111,165197,0.6726,0.6726,"111,107.6"
1994,339,157,186948,0.8371,0.8371,"156,502.1"
1995,311,2218658,2041100,,0.9488,"1,936,510.6"
1995,312,47417,237300,,0.7073,"167,854.1"
1995,313,436617,489287,,1.0173,"497,743.2"
1995,314,120033,134513,,0.1783,"23,984.5"
1995,315,127807,202964,,0.5895,"119,650.7"
1995,316,20343,30800,,0.6566,"20,223.4"
1995,321,559212,394979,,0.8075,"318,942.4"
1995,322,3008546,2881600,,0.8410,"2,423,545.7"
1995,323,225441,252165,,0.7799,"196,663.3"
1995,324,1785060,2187400,,0.8469,"1,852,405.3"
1995,325,4935829,4648200,,0.9670,"4,494,773.1"
1995,326,473777,574900,,0.8023,"461,227.0"
1995,327,1830590,1804400,,1.0827,"1,953,536.0"
1995,331,5066950,2923600,,1.4800,"4,326,993.6"
1995,332,835948,1100496,,0.8041,"884,959.4"
1995,333,496609,489368,,0.8065,"394,666.7"
1995,334,183787,382862,,0.5410,"207,119.6"
1995,335,399651,266566,,0.8468,"225,730.8"
1995,336,672213,892416,,0.7929,"707,608.6"
1995,337,109988,161905,,0.7040,"113,987.6"
1995,339,101322,190100,,0.8725,"165,860.5"
1996,311,1910074,2196800,,0.9080,"1,994,782.1"
1996,312,274236,287400,,0.7816,"224,636.6"
1996,313,442232,532113,,0.9480,"504,417.8"
1996,314,95745,146287,,0.3566,"52,167.8"
1996,315,113569,205522,,0.5792,"119,047.4"
1996,316,20754,30900,,0.6712,"20,741.3"
1996,321,443463,416762,,0.7832,"326,419.9"
1996,322,3378135,3251200,,0.8367,"2,720,258.7"
1996,323,186529,269411,,0.7462,"201,024.5"
1996,324,2544208,2755800,,0.8704,"2,398,596.7"
1996,325,6710336,5939100,,0.9760,"5,796,612.9"
1996,326,575525,630600,,0.8227,"518,803.9"
1996,327,1796530,2019700,,1.0001,"2,019,883.1"
1996,331,6071482,3276500,,1.4990,"4,911,492.9"
1996,332,930196,1187954,,0.7995,"949,723.2"
1996,333,473155,511175,,0.8183,"418,281.4"
1996,334,276756,412379,,0.5832,"240,492.8"
1996,335,439379,291126,,0.8483,"246,957.4"
1996,336,985637,986702,,0.8312,"820,104.5"
1996,337,154739,176014,,0.7355,"129,458.9"
1996,339,200036,188345,,0.9078,"170,986.9"
1997,311,2144823,2466786,,0.8673,"2,139,496.5"
1997,312,244519,256256,,0.8559,"219,325.4"
1997,313,475242,571832,,0.8786,"502,424.3"
1997,314,93146,142315,,0.5349,"76,127.0"
1997,315,113573,205529,,0.5690,"116,940.2"
1997,316,20885,31095,,0.6859,"21,327.3"
1997,321,443450,416750,,0.7590,"316,298.6"
1997,322,3495607,3364259,,0.8323,"2,800,226.9"
1997,323,186532,269415,,0.7124,"191,938.3"
1997,324,2586225,2801312,,0.8939,"2,504,120.8"
1997,325,6600795,5842149,,0.9850,"5,754,663.4"
1997,326,562489,616316,,0.8432,"519,650.6"
1997,327,1980348,2226353,,0.9175,"2,042,745.6"
1997,331,6071641,3276586,,1.5180,"4,973,822.8"
1997,332,930192,1187949,,0.7948,"944,154.1"
1997,333,473172,511192,,0.8301,"424,323.2"
1997,334,276757,412379,,0.6254,"257,898.0"
1997,335,400148,265132,,0.8498,"225,297.8"
1997,336,985603,986669,,0.8694,"857,811.2"
1997,337,154746,176022,,0.7670,"135,003.0"
1997,339,200040,188349,,0.9432,"177,648.4"
1998,311,2001,2420533,0.8266,0.8266,"2,000,820.0"
1998,312,217,233704,0.9302,0.9302,"217,380.0"
1998,313,441,545069,0.8093,0.8093,"441,120.0"
1998,314,108,150941,0.7132,0.7132,"107,655.0"
1998,315,107,191391,0.5587,0.5587,"106,930.0"
1998,316,19,27704,0.7005,0.7005,"19,407.0"
1998,321,307,418306,0.7347,0.7347,"307,330.0"
1998,322,2500,3019126,0.8280,0.8280,"2,499,830.0"
1998,323,178,262690,0.6787,0.6787,"178,285.0"
1998,324,2672,2912467,0.9174,0.9174,"2,672,010.0"
1998,325,5562,5595239,0.9940,0.9940,"5,561,900.0"
1998,326,501,579622,0.8636,0.8636,"500,560.0"
1998,327,1859,2225962,0.8350,0.8350,"1,858,610.0"
1998,331,4874,3171162,1.5370,1.5370,"4,873,990.0"
1998,332,929,1175977,0.7901,0.7901,"929,130.0"
1998,333,412,489940,0.8419,0.8419,"412,460.0"
1998,334,248,371766,0.6676,0.6676,"248,190.0"
1998,335,202,236857,0.8512,0.8512,"201,620.0"
1998,336,854,941227,0.9076,0.9076,"854,300.0"
1998,337,131,164573,0.7984,0.7984,"131,400.0"
1998,339,180,183887,0.9785,0.9785,"179,940.0"
1998,311,2124,2420533,0.8773,0.8773,"2,123,508.4"
1998,312,223,233704,0.9558,0.9558,"223,380.0"
1998,313,476,545069,0.8735,0.8735,"476,120.0"
1998,314,108,150941,0.7148,0.7148,"107,888.0"
1998,315,107,191391,0.5587,0.5587,"106,930.0"
1998,316,20,27704,0.7095,0.7095,"19,657.0"
1998,321,559,418306,1.3353,1.3353,"558,555.8"
1998,322,3284,3019126,1.0876,1.0876,"3,283,576.8"
1998,323,182,262690,0.6911,0.6911,"181,535.0"
1998,324,3493,2912467,1.1994,1.1994,"3,493,113.9"
1998,325,6999,5595239,1.2509,1.2509,"6,998,856.2"
1998,326,522,579622,0.8998,0.8998,"521,560.0"
1998,327,1925,2225962,0.8650,0.8650,"1,925,481.4"
1998,331,5029,3171162,1.5858,1.5858,"5,028,901.4"
1998,332,1021,1175977,0.8685,0.8685,"1,021,385.6"
1998,333,444,489940,0.9060,0.9060,"443,888.6"
1998,334,270,371766,0.7268,0.7268,"270,190.0"
1998,335,203,236857,0.8565,0.8565,"202,865.4"
1998,336,975,941227,1.0357,1.0357,"974,855.6"
1998,337,197,164573,1.1954,1.1954,"196,733.3"
1998,339,191,183887,1.0373,1.0373,"190,740.0"
1999,311,2136963,2457745,,0.9126,"2,243,051.7"
1999,312,217264,227693,,0.9891,"225,205.6"
1999,313,447000,537850,,0.9272,"498,696.6"
1999,314,91499,139798,,0.8045,"112,473.9"
1999,315,96457,174555,,0.6255,"109,186.8"
1999,316,17071,25414,,0.8334,"21,180.9"
1999,321,487582,458225,,1.2398,"568,091.2"
1999,322,3173745,3054489,,1.0871,"3,320,555.4"
1999,323,188301,271970,,0.7484,"203,529.7"
1999,324,3162686,3425715,,1.1080,"3,795,821.2"
1999,325,7215098,6385849,,1.2140,"7,752,242.9"
1999,326,567662,621985,,0.9311,"579,132.2"
1999,327,2005385,2254502,,0.8967,"2,021,538.5"
1999,331,5516215,2976848,,1.5250,"4,539,678.2"
1999,332,989459,1263638,,0.8837,"1,116,637.9"
1999,333,475031,513200,,0.9353,"479,978.6"
1999,334,255711,381021,,0.7659,"291,836.0"
1999,335,370771,245669,,0.9212,"226,321.4"
1999,336,905456,906435,,1.0225,"926,871.9"
1999,337,151549,172385,,1.1204,"193,146.6"
1999,339,194287,182932,,1.0105,"184,843.8"
2000,311,2655071,3053628,,0.9480,"2,894,848.2"
2000,312,292383,306418,,1.0223,"313,259.3"
2000,313,465039,559555,,0.9809,"548,869.4"
2000,314,117458,179461,,0.8943,"160,496.1"
2000,315,97940,177238,,0.6923,"122,707.4"
2000,316,21418,31889,,0.9573,"30,528.4"
2000,321,578700,543856,,1.1442,"622,306.8"
2000,322,3896128,3749730,,1.0866,"4,074,537.3"
2000,323,206881,298807,,0.8056,"240,732.5"
2000,324,4888524,5295084,,1.0167,"5,383,561.3"
2000,325,9966491,8821018,,1.1771,"10,383,089.1"
2000,326,752168,824145,,0.9624,"793,139.5"
2000,327,2420070,2720699,,0.9283,"2,525,690.1"
2000,331,6801444,3670427,,1.4642,"5,374,118.2"
2000,332,1173533,1498719,,0.8988,"1,347,042.8"
2000,333,557281,602058,,0.9645,"580,700.9"
2000,334,329391,490806,,0.8051,"395,142.5"
2000,335,445113,294926,,0.9860,"290,797.4"
2000,336,1115917,1117125,,1.0094,"1,127,586.3"
2000,337,176550,200824,,1.0455,"209,953.1"
2000,339,228629,215267,,0.9836,"211,744.0"
2001,311,4125131,4047034,,0.9834,"3,979,689.6"
2001,312,402120,373253,,1.0556,"393,997.5"
2001,313,647802,580777,,1.0346,"600,873.7"
2001,314,189367,195253,,0.9841,"192,148.4"
2001,315,149741,173236,,0.7591,"131,511.7"
2001,316,39519,32798,,1.0812,"35,462.2"
2001,321,1107794,562636,,1.0487,"590,055.2"
2001,322,4822308,4133060,,1.0861,"4,489,066.8"
2001,323,299371,326967,,0.8629,"282,152.0"
2001,324,4292735,5764568,,0.9254,"5,334,421.6"
2001,325,10224343,9902657,,1.1402,"11,290,990.5"
2001,326,957398,931001,,0.9937,"925,092.8"
2001,327,3109603,2952623,,0.9600,"2,834,460.4"
2001,331,6591944,4108279,,1.4033,"5,765,308.4"
2001,332,1535626,1621806,,0.9139,"1,482,206.0"
2001,333,708259,666990,,0.9938,"662,845.8"
2001,334,429207,474663,,0.8442,"400,732.4"
2001,335,529798,322371,,1.0508,"338,733.6"
2001,336,1363313,1355702,,0.9962,"1,350,526.5"
2001,337,221409,218105,,0.9705,"211,666.2"
2001,339,214016,224979,,0.9568,"215,263.9"
2002,311,3242.2,3182584,1.01872,1.0187,"3,242,150.0"
2002,312,304.2,279392,1.08883,1.0888,"304,210.0"
2002,313,493.9,453783,1.08830,1.0883,"493,853.3"
2002,314,178.5,166210,1.07388,1.0739,"178,489.0"
2002,315,93.6,113367,0.82596,0.8260,"93,637.0"
2002,316,23.4,19417,1.20513,1.2051,"23,400.0"
2002,321,457.4,479834,0.95322,0.9532,"457,386.4"
2002,322,3889.4,3582557,1.08565,1.0857,"3,889,407.3"
2002,323,245.0,266262,0.92023,0.9202,"245,022.0"
2002,324,4011.4,4809474,0.83405,0.8341,"4,011,354.5"
2002,325,8477.8,7683936,1.10331,1.1033,"8,477,771.4"
2002,326,769.6,750842,1.02493,1.0249,"769,560.0"
2002,327,2657.1,2679539,0.99164,0.9916,"2,657,130.0"
2002,331,4587.2,3416913,1.34251,1.3425,"4,587,243.7"
2002,332,1169.3,1258626,0.92905,0.9291,"1,169,326.7"
2002,333,503.2,491908,1.02305,1.0230,"503,245.0"
2002,334,369.5,418271,0.88340,0.8834,"369,502.0"
2002,335,283.6,254248,1.11551,1.1155,"283,617.0"
2002,336,1064.2,1082589,0.98300,0.9830,"1,064,185.5"
2002,337,155.8,173970,0.89550,0.8955,"155,790.0"
2002,339,179.9,193489,0.93000,0.9300,"179,945.0"
2003,311,3741402,3670569,,1.0311,"3,784,604.6"
2003,312,352839,327510,,1.0731,"351,449.3"
2003,313,546413,489879,,1.1225,"549,911.7"
2003,314,183295,188993,,1.2900,"243,808.2"
2003,315,86209,99735,,0.7513,"74,932.1"
2003,316,24475,20313,,1.0868,"22,076.4"
2003,321,1135552,576735,,1.0484,"604,677.2"
2003,322,4678775,4010043,,1.0736,"4,305,024.1"
2003,323,278214,303860,,0.8813,"267,806.4"
2003,324,4627150,6213641,,0.7980,"4,958,708.2"
2003,325,9791487,9483418,,1.0317,"9,783,592.8"
2003,326,915267,890032,,1.0629,"945,999.0"
2003,327,3180405,3019851,,1.0270,"3,101,370.2"
2003,331,6880825,4288317,,1.2862,"5,515,540.3"
2003,332,1364255,1440819,,0.9857,"1,420,191.7"
2003,333,557092,524632,,1.1409,"598,545.2"
2003,334,331167,366240,,0.9183,"336,310.7"
2003,335,459240,279437,,1.0943,"305,789.7"
2003,336,1264247,1257190,,1.0180,"1,279,815.7"
2003,337,188648,185833,,0.8740,"162,422.2"
2003,339,203817,214259,,0.9797,"209,902.2"
2004,311,3964635,3889575,,1.0434,"4,058,456.0"
2004,312,370100,343532,,1.0574,"363,237.5"
2004,313,588173,527317,,1.1568,"609,994.6"
2004,314,185226,190984,,1.5062,"287,660.1"
2004,315,100968,116810,,0.6767,"79,040.8"
2004,316,30177,25044,,0.9685,"24,255.1"
2004,321,1252670,636218,,1.1437,"727,629.9"
2004,322,5039406,4319128,,1.0615,"4,584,624.7"
2004,323,308368,336793,,0.8425,"283,737.0"
2004,324,5236183,7031490,,0.7620,"5,358,129.3"
2004,325,11218368,10865405,,0.9600,"10,430,725.2"
2004,326,987061,959847,,1.1008,"1,056,632.9"
2004,327,3568422,3388279,,1.0624,"3,599,544.6"
2004,331,8694421,5418599,,1.2298,"6,664,039.5"
2004,332,1401039,1479666,,1.0423,"1,542,281.2"
2004,333,617350,581379,,1.2587,"731,796.0"
2004,334,306737,339223,,0.9532,"323,332.3"
2004,335,479965,292048,,1.0731,"313,396.6"
2004,336,1374878,1367203,,1.0530,"1,439,656.1"
2004,337,205203,202141,,0.8525,"172,334.3"
2004,339,199043,209239,,1.0293,"215,376.0"
2005,311,4943686,4850091,,1.0558,"5,120,581.5"
2005,312,457346,424514,,1.0416,"442,185.6"
2005,313,729416,653948,,1.1910,"778,873.2"
2005,314,235407,242726,,1.7224,"418,062.1"
2005,315,113931,131807,,0.6020,"79,349.1"
2005,316,42470,35246,,0.8502,"29,965.5"
2005,321,1505732,764745,,1.2389,"947,451.2"
2005,322,6100562,5228614,,1.0494,"5,486,799.6"
2005,323,377110,411872,,0.8036,"330,974.6"
2005,324,7017165,9423110,,0.7260,"6,841,199.1"
2005,325,14204137,13757234,,0.8883,"12,221,042.1"
2005,326,1181859,1149274,,1.1388,"1,308,778.8"
2005,327,4623813,4390392,,1.0977,"4,819,374.2"
2005,331,9560510,5958369,,1.1735,"6,992,221.4"
2005,332,1717708,1814108,,1.0990,"1,993,615.1"
2005,333,767465,722746,,1.3766,"994,905.5"
2005,334,371605,410961,,0.9880,"406,042.5"
2005,335,610434,371435,,1.0519,"390,709.8"
2005,336,1653185,1643956,,1.0880,"1,788,608.2"
2005,337,246942,243257,,0.8311,"202,163.1"
2005,339,236139,248237,,1.0790,"267,846.4"
2006,311,5616.1,5257913,1.068,1.0681,"5,616,090.0"
2006,312,506.0,493199,1.026,1.0259,"505,970.0"
2006,313,715.1,583592,1.225,1.2253,"715,061.0"
2006,314,453.2,233782,1.939,1.9385,"453,192.0"
2006,315,66.3,125755,0.527,0.5274,"66,318.0"
2006,316,18.7,25519,0.732,0.7319,"18,676.5"
2006,321,1085.1,813339,1.334,1.3341,"1,085,110.0"
2006,322,5566.9,5366741,1.037,1.0373,"5,566,860.0"
2006,323,317.7,415487,0.765,0.7647,"317,725.0"
2006,324,6425.7,9312834,0.690,0.6900,"6,425,720.0"
2006,325,11192.4,13704786,0.817,0.8167,"11,192,387.0"
2006,326,1371.5,1165542,1.177,1.1767,"1,371,540.0"
2006,327,5298.0,4675841,1.133,1.1331,"5,298,040.0"
2006,331,6800.4,6087140,1.117,1.1172,"6,800,430.0"
2006,332,2262.7,1958092,1.156,1.1556,"2,262,740.0"
2006,333,1153.9,772135,1.494,1.4944,"1,153,880.0"
2006,334,457.2,446966,1.023,1.0229,"457,205.0"
2006,335,421.0,408427,1.031,1.0307,"420,960.0"
2006,336,1926.1,1715158,1.123,1.1230,"1,926,100.0"
2006,337,202.4,249983,0.810,0.8096,"202,384.0"
2006,339,300.6,266316,1.129,1.1287,"300,580.0"
2007,311,5924647,5493084,,1.0241,"5,625,368.4"
2007,312,569284,517831,,0.9548,"494,423.0"
2007,313,643745,477363,,1.1395,"543,935.0"
