Year,NAICS, Expenditure
1985,311,2472091.068
1985,312,176681.8195
1985,313,631224.0063
1985,314,0
1985,315,84312.80989
1985,316,40074.06947
1985,321,282111.318
1985,322,2919999.684
1985,323,180417.0339
1985,324,2413492.469
1985,325,4469001.297
1985,326,528853.8081
1985,327,2480186.28
1985,328,4826030.882
1985,329,1000686.037
1985,333,512473.6062
1985,334,218318.4369
1985,335,312973.4876
1985,336,921855.578
1985,337,120877.737
1985,339,129148.8065
1986,311,2134723.886
1986,312,165355.8182
1986,313,531520.1226
1986,314,0
1986,315,94305.45239
1986,316,43068.826
1986,321,252246.2091
1986,322,2304727.693
1986,323,178664.0657
1986,324,1935311.992
1986,325,3340502.703
1986,326,451181.6131
1986,327,2175246.602
1986,328,4011154.403
1986,329,880866.5621
1986,333,474553.9361
1986,334,189904.319
1986,335,284790.6927
1986,336,786967.5929
1986,337,113879.7811
1986,339,122949.9887
1987,311,1900196.56
1987,312,156724.4821
1987,313,514964.2757
1987,314,0
1987,315,106395.6109
1987,316,32606.09415
1987,321,246852.3241
1987,322,2153970.733
1987,323,190768.0283
1987,324,1589502.668
1987,325,3511022.224
1987,326,471125.5399
1987,327,1982978.609
1987,328,3740262.759
1987,329,841492.7461
1987,333,444036.8203
1987,334,186633.7139
1987,335,250917.9979
1987,336,722496.647
1987,337,117962.1706
1987,339,139902.1804
1988,311,1912234.873
1988,312,159115.4415
1988,313,482731.1087
1988,314,0
1988,315,120323.448
1988,316,34337.03495
1988,321,265373.5261
1988,322,2108123.592
1988,323,217210.7244
1988,324,1780662.115
1988,325,3761373.629
1988,326,453602.5525
1988,327,1952198.135
1988,328,4319214.796
1988,329,867818.6616
1988,333,465690.8013
1988,334,187784.2319
1988,335,240981.4154
1988,336,745443.0846
1988,337,123936.3229
1988,339,156545.3829
1989,311,1923111.508
1989,312,162279.3052
1989,313,500877.946
1989,314,0
1989,315,100682.3935
1989,316,28649.41777
1989,321,259870.0041
1989,322,2222635.967
1989,323,224097.1589
1989,324,1821079.445
1989,325,3865322.201
1989,326,483596.194
1989,327,1893968.352
1989,328,4289529.442
1989,329,845691.9142
1989,333,460306.6549
1989,334,191912.3119
1989,335,243888.9409
1989,336,718591.467
1989,337,121900.4918
1989,339,150132.3957
1990,311,1833288.937
1990,312,162074.636
1990,313,491661.9134
1990,314,0
1990,315,88734.04688
1990,316,26849.58339
1990,321,265802.2419
