Year,NAICS, Expenditure
1990,322,2384610.242
1990,323,217378.3836
1990,324,2117714.289
1990,325,3880607.399
1990,326,425269.7812
1990,327,1806056.251
1990,328,4111058.655
1990,329,782812.4911
1990,333,412012.1799
1990,334,182875.6318
1990,335,221762.9006
1990,336,666873.1473
1990,337,104331.3002
1990,339,148076.9583
1991,311,1726965.978
1991,312,151699.3378
1991,313,496149.8884
1991,314,0
1991,315,87130.83777
1991,316,26010.90062
1991,321,248448.0135
1991,322,2265140.317
1991,323,192494.8175
1991,324,1914523.438
1991,325,3618218.508
1991,326,372440.1494
1991,327,1577172.587
1991,328,3447205.326
1991,329,715087.9364
1991,333,362754.9165
1991,334,166453.3562
1991,335,197084.6574
1991,336,620921.3199
1991,337,91778.3804
1991,339,129699.3848
1992,311,1846629.114
1992,312,143729.2831
1992,313,512467.6516
1992,314,0
1992,315,152448.5814
1992,316,38773.07067
1992,321,241732.0216
1992,322,2379015.376
1992,323,200057.7857
1992,324,1882543.179
1992,325,3988651.088
1992,326,404672.4047
1992,327,1846167.037
1992,328,3720594.167
1992,329,744970.6971
1992,333,348972.624
1992,334,170270.505
1992,335,197918.6029
1992,336,661212.2894
1992,337,97132.48404
1992,339,137528.8864
1993,311,2033504.253
1993,312,162799.3006
1993,313,553082.1042
1993,314,0
1993,315,143882.4285
1993,316,31140.76431
1993,321,294636.1943
1993,322,2517148.294
1993,323,198061.0898
1993,324,2205070.504
1993,325,4787645.75
1993,326,442731.3799
1993,327,2157632.51
1993,328,4271086.477
1993,329,839085.7618
1993,333,374214.9042
1993,334,185750.0048
1993,335,219206.7093
1993,336,777869.6505
1993,337,109132.6638
1993,339,150904.8532
1994,311,2143800.299
1994,312,165994.2302
1994,313,574025.0102
1994,314,0
1994,315,116456.2955
1994,316,22276.33192
1994,321,328366.317
1994,322,2515794.924
1994,323,208992.1169
1994,324,2002652.906
1994,325,4778574.629
1994,326,465815.6397
1994,327,2169042.019
1994,328,4708197.986
1994,329,902993.8294
1994,333,391424.814
1994,334,188179.1356
1994,335,220989.5339
1994,336,715611.5888
1994,337,111107.6392
1994,339,156502.0627
1995,311,1936510.606
1995,312,167854.0628
1995,313,497743.2018
1995,314,0
1995,315,119650.6874
1995,316,20223.4357
1995,321,318942.4157
1995,322,2423545.703
1995,323,196663.2999
1995,324,1852405.288
1995,325,4494773.129
1995,326,461227.033
1995,327,1953535.978
1995,328,4326993.565
1995,329,884959.3818
1995,333,394666.6958
1995,334,207119.6251
1995,335,225730.7631
1995,336,707608.5933
1995,337,113987.585
1995,339,165860.4619
1996,311,1994782.056
1996,312,224636.6475
1996,313,504417.838
1996,314,0
1996,315,119047.4404
1996,316,20741.34352
1996,321,326419.8842
1996,322,2720258.734
1996,323,201024.453
1996,324,2398596.731
1996,325,5796612.944
1996,326,518803.9324
1996,327,2019883.052
1996,328,4911492.869
1996,329,949723.2284
1996,333,418281.3917
1996,334,240492.8106
1996,335,246957.4284
1996,336,820104.5357
1996,337,129458.8683
1996,339,170986.9313
1997,311,2139496.494
1997,312,219325.3703
1997,313,502424.3226
1997,314,0
1997,315,116940.1922
1997,316,21327.33679
1997,321,316298.6451
1997,322,2800226.947
1997,323,191938.313
1997,324,2504120.812
1997,325,5754663.363
1997,326,519650.5572
1997,327,2042745.627
1997,328,4973822.806
1997,329,944154.1061
1997,333,424323.2363
1997,334,257897.9711
1997,335,225297.8485
1997,336,857811.1563
1997,337,135002.988
1997,339,177648.3946
1998,311,2000820
1998,312,217380
1998,313,441120
1998,314,107655
1998,315,106930
1998,316,19407
1998,321,307330
1998,322,2499830
1998,323,178285
1998,324,2672010
1998,325,5561900
1998,326,500560
1998,327,1858610
1998,328,4873990
1998,329,929130
1998,333,412460
1998,334,248190
1998,335,201620
1998,336,854300
1998,337,131400
1998,339,179940
