,@timeseries|Year,@filter|Measure|Activity,@filter|Measure|Structure,@filter|Measure|Intensity,@filter|Measure|Effect,@filter|Measure|BaseYear,@filter|Sector,@filter|Model,@filter|EnergyType
42,1991,1.149224212587586,1.0,1.0254151749272076,1.1784319469810818,1985,Commercial,Multiplicative,source_adj
43,1992,1.1645186211392355,1.0,1.0125447447772027,1.1791272100297272,1985,Commercial,Multiplicative,source_adj
44,1993,1.1792820508832946,1.0,1.0229155271679842,1.2063059207590268,1985,Commercial,Multiplicative,source_adj
45,1994,1.1956249598156896,1.0,1.027333315403255,1.2283053539463358,1985,Commercial,Multiplicative,source_adj
46,1995,1.215113331198665,1.0,1.0434543221835302,1.2679152573820744,1985,Commercial,Multiplicative,source_adj
47,1996,1.2364608974871727,1.0,1.059383556998718,1.3098863436697883,1985,Commercial,Multiplicative,source_adj
48,1997,1.2600445307021473,1.0,1.0574625711843741,1.3324499292431007,1985,Commercial,Multiplicative,source_adj
49,1998,1.2893469791524912,1.0,1.0527529145732526,1.3573637901990039,1985,Commercial,Multiplicative,source_adj
50,1999,1.3233453198435547,1.0,1.0524625458443024,1.3927713843536904,1985,Commercial,Multiplicative,source_adj
51,2000,1.3586801503742807,1.0,1.0764011417385524,1.462484865120384,1985,Commercial,Multiplicative,source_adj
52,2001,1.39286440168022,1.0,1.038898536096807,1.4470447878869357,1985,Commercial,Multiplicative,source_adj
53,2002,1.4139045741044032,1.0,1.0415129667892402,1.4725999477323541,1985,Commercial,Multiplicative,source_adj
54,2003,1.4319536961759702,1.0,1.0339218743121306,1.4805282494784422,1985,Commercial,Multiplicative,source_adj
55,2004,1.4497023609421953,1.0,1.0365253196974378,1.5026532031417392,1985,Commercial,Multiplicative,source_adj
56,2005,1.46837422332192,1.0,1.035274126687364,1.520169841699837,1985,Commercial,Multiplicative,source_adj
57,2006,1.4885053199447507,1.0,1.0059026148414885,1.497291393537891,1985,Commercial,Multiplicative,source_adj
58,2007,1.5098424937348787,1.0,1.023210907435836,1.5448873080996508,1985,Commercial,Multiplicative,source_adj
59,2008,1.5289731841003649,1.0,1.0189709276180006,1.5579792237057968,1985,Commercial,Multiplicative,source_adj
60,2009,1.5428626663719167,1.0,0.9856150862575516,1.5206687199997126,1985,Commercial,Multiplicative,source_adj
61,2010,1.547354924910088,1.0,0.9924570003554664,1.5356832272615237,1985,Commercial,Multiplicative,source_adj
62,2011,1.5495995703651941,1.0,0.9868431905341658,1.5292117840695607,1985,Commercial,Multiplicative,source_adj
63,2012,1.5518939801299156,1.0,0.9543119390231155,1.48099095333608,1985,Commercial,Multiplicative,source_adj
64,2013,1.5561094221823315,1.0,0.9802186228592719,1.5253274348299022,1985,Commercial,Multiplicative,source_adj
65,2014,1.562164424085214,1.0,0.9951806114858084,1.554635746802499,1985,Commercial,Multiplicative,source_adj
66,2015,1.5695775704935713,1.0,0.9849078440403642,1.545889261008936,1985,Commercial,Multiplicative,source_adj
67,2016,1.577342756263298,1.0,0.9731916580208891,1.5350568122351183,1985,Commercial,Multiplicative,source_adj
68,2017,1.5868249144441173,1.0,0.9602659714884284,1.5237739680507225,1985,Commercial,Multiplicative,source_adj
69,2018,1.5963984957460728,1.0,0.9842132373545345,1.5711965316061514,1985,Commercial,Multiplicative,source_adj
70,2019,1.5932322423377603,1.0,0.983207715282717,1.5664782329036693,1985,Commercial,Multiplicative,source_adj
0,1949,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
1,1950,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
2,1951,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
3,1952,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
4,1953,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
5,1954,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
6,1955,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
7,1956,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
8,1957,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
9,1958,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
10,1959,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
11,1960,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
12,1961,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
13,1962,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
14,1963,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
15,1964,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
16,1965,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
17,1966,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
18,1967,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
19,1968,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
20,1969,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
21,1970,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
22,1971,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
23,1972,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
24,1973,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
25,1974,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
26,1975,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
27,1976,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
28,1977,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
29,1978,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
30,1979,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
31,1980,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
32,1981,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
33,1982,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
34,1983,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
35,1984,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
36,1985,0.0,0.0,0.0,0.0,1985,Commercial,Additive,source_adj
37,1986,0.027485085078973424,0.0,-0.01411664477789864,0.013368440301074784,1985,Commercial,Additive,source_adj
38,1987,0.0535707153785267,0.0,-0.011428887422684534,0.04214182795584217,1985,Commercial,Additive,source_adj
39,1988,0.07863608788459865,0.0,0.014932388903066954,0.09356847678766561,1985,Commercial,Additive,source_adj
40,1989,0.10176701355461258,0.0,0.03974049749204033,0.14150751104665293,1985,Commercial,Additive,source_adj
41,1990,0.12253360702153283,0.0,0.028074678030204487,0.15060828505173735,1985,Commercial,Additive,source_adj
42,1991,0.13908711698178713,0.0,0.025097579289758518,0.16418469627154567,1985,Commercial,Additive,source_adj
43,1992,0.1523078008878619,0.0,0.012466711394649211,0.1647745122825111,1985,Commercial,Additive,source_adj
44,1993,0.1649058218532084,0.0,0.02265690992176487,0.1875627317749733,1985,Commercial,Additive,source_adj
45,1994,0.17866902760292003,0.0,0.02696643077678544,0.20563545837970548,1985,Commercial,Additive,source_adj
46,1995,0.1948373491492306,0.0,0.04253667291485831,0.23737402206408892,1985,Commercial,Additive,source_adj
47,1996,0.21225318393475623,0.0,0.05768718895697586,0.2699403728917321,1985,Commercial,Additive,source_adj
48,1997,0.23114706216598008,0.0,0.0558722376328464,0.2870192997988265,1985,Commercial,Additive,source_adj
49,1998,0.2541358724908912,0.0,0.05140855658919798,0.3055444290800892,1985,Commercial,Additive,source_adj
50,1999,0.2801628638062558,0.0,0.05113270004505693,0.3312955638513128,1985,Commercial,Additive,source_adj
51,2000,0.3065137508636445,0.0,0.07362320057104765,0.3801369514346923,1985,Commercial,Additive,source_adj
52,2001,0.3313623474035849,0.0,0.038161052003749196,0.3695233994073342,1985,Commercial,Additive,source_adj
53,2002,0.3463550787079588,0.0,0.040674431751076115,0.387029510459035,1985,Commercial,Additive,source_adj
54,2003,0.35903973294301766,0.0,0.03335921647358761,0.39239894941660536,1985,Commercial,Additive,source_adj
55,2004,0.3713582670463314,0.0,0.03587408066811808,0.40723234771444955,1985,Commercial,Additive,source_adj
56,2005,0.3841558182246283,0.0,0.034666248351755025,0.4188220665763834,1985,Commercial,Additive,source_adj
57,2006,0.3977724754980433,0.0,0.005885262659189341,0.40365773815723266,1985,Commercial,Additive,source_adj
58,2007,0.4120053366014447,0.0,0.022945631346705332,0.4349509679481501,1985,Commercial,Additive,source_adj
59,2008,0.4245963885984693,0.0,0.01879322352740913,0.44338961212587846,1985,Commercial,Additive,source_adj
60,2009,0.4336395651243242,0.0,-0.014489379646375315,0.4191501854779489,1985,Commercial,Additive,source_adj
61,2010,0.4365469731432766,0.0,-0.007571591938203356,0.4289753812050732,1985,Commercial,Additive,source_adj
62,2011,0.43799655585531505,0.0,-0.013244127009337265,0.42475242884597775,1985,Commercial,Additive,source_adj
63,2012,0.4394761076557099,0.0,-0.046764680872108125,0.3927114267836017,1985,Commercial,Additive,source_adj
64,2013,0.4421887460229594,0.0,-0.019979647646900037,0.4222090983760593,1985,Commercial,Additive,source_adj
65,2014,0.446072310976881,0.0,-0.004831039214924759,0.44124127176195616,1985,Commercial,Additive,source_adj
66,2015,0.45080651977628006,0.0,-0.015207201536880984,0.43559931823939896,1985,Commercial,Additive,source_adj
67,2016,0.45574163139254775,0.0,-0.027174239810195976,0.4285673915823517,1985,Commercial,Additive,source_adj
68,2017,0.4617351105961068,0.0,-0.04054497925874611,0.4211901313373606,1985,Commercial,Additive,source_adj
69,2018,0.4677501519131657,0.0,-0.015912700778347902,0.45183745113481777,1985,Commercial,Additive,source_adj
70,2019,0.4657648095909263,0.0,-0.016934873646864128,0.4488299359440621,1985,Commercial,Additive,source_adj
